# Review worksheet; Korean drafts are overlaid from translation/korean-draft.tsv.
# id	file offset	length	raw bytes	Japanese	Korean translation	status
0067	0x05AC0D	00E8	3D 40 20 81 50 67 80 54 4D 3C 4A 68 0A 4F CD C9 1E 44 44 54 20 3F 59 3E 53 80 55 0A 60 D1 3F 18 3E 4D 63 40 0F CD C9 28 4E 3D 45 68 54 20 D4 47 3C 6E 4B D5 00 3F 45 64 4A 61 CD 80 0A 80 6E 00 20 80 4C 81 61 47 63 60 3D 50 CD D4 64 73 05 73 80 0D 80 84 D5 67 20 81 6A 81 6B 46 4A 68 0A D1 49 64 0D 80 0A 80 6E 00 20 81 61 80 27 46 4D 7E 7E 7E CD C9 28 3F 59 3E 54 20 80 0A 80 6E 53 D4 00 64 41 D5 53 80 1C 0D CD 4A 3F 64 4D 3C 4A 68 0A 60 CD C9 28 81 48 80 56 0D 20 80 D9 81 15 50 60 40 6E 4A D1 3E 0F C9 3C E0 00 0F CD C9 1E 81 11 80 E6 46 4F 45 3C 20 D4 00 64 41 D5 53 80 1C 40 61 CD 4B 6F 68 4E 20 55 65 6E 4D 3F 3C 4A 60 CD C9 1E 49 53 44 4E 54 20 80 26 80 EE 5F 6E 42 62 80 52 49 3D 4F 1F C0	うか 夢を見ていたんだな\n[PAU:1E]ここは おまえの家だよ[FIN]おぼえてるか?\n[PAU:28]とうさんは [KATAKANA]スイッチ[HIRAGANA]がおされたら\n要塞が 自爆するように\n[KATAKANA]レーザー裝置[HIRAGANA]を 改造したんだ[FIN]それで要塞が 爆発して···\n[PAU:28]おまえは 要塞の[KATAKANA]ガレキ[HIRAGANA]の中で\nたおれていたんだよ\n[PAU:28]無事で 本当によかった[FIN]え?[PAU:3C][E2:000F]\n[PAU:1E]安心しなさい [KATAKANA]ガレキ[HIRAGANA]の中から\nちゃんと ひろっておいたよ\n[PAU:1E]そのことは 今度ゆっくり話そうな˳[END]	[DFT]꿈을 꿨어\n[PAU:1E]여긴 네 집이야[FIN]알지?\n[PAU:28]아빠가 스위치를 누르면\n요새가 폭발하도록\n레이저를 고쳤어[FIN]그래서 폭발했고…\n[PAU:28]넌 잔해 속에 쓰러져 있었어\n무사해서 다행이야[FIN]응?[PAU:3C][E2:000F]\n[PAU:1E]걱정 마. 잔해 속에서\n널 찾아냈어\n[PAU:1E]자세한 건 나중에 말할게.˳[END]	draft-ko
0068	0x05ACF5	0018	D7 20 C2 00 54 CD C3 02 20 80 75 74 C3 00 67 20 80 36 50 80 31 64 4A 7D	[DFT] [NAM:00]は\n[PAL:02] 石1[PAL:00]を 手に入れた!		review
0069	0x05AD0E	003B	D7 4F 68 0A 20 80 2D 4B 80 6D 00 3C 6E 19 3C 4F 53 40 0F CD 06 6F 3B 20 44 64 54 3B 07 40 6E 4D 3F 42 09 CD C9 1E 81 3A 46 80 2D 4B 80 6D 67 20 81 78 0C 43 4A 61 0E 3D 0A 0F C0	[DFT]なんだ 持ち物がいっぱいなのか?\nじゃあ これはあずかっておくぞ\n[PAU:1E]少し持ち物を 片づけたらどうだ?[END]		review
0070	0x05AD49	0033	D7 E0 02 3F 3C 3F 3C 20 81 53 41 4A 62 46 4D CD 80 D9 81 15 50 20 5D 3D 81 44 80 89 4F 53 40 0F CD C9 1E 59 0A 20 81 48 80 CA 46 4B 6F 3C 40 68 09 1F C0	[DFT][E2:023F]いおい 起きたりして\n本当に もう平気なのか?\n[PAU:1E]まだ 無理しちゃいかんぞ˳[END]		review
0071	0x05AD7C	003B	D7 E0 02 C2 00 C9 1E 20 80 D9 81 15 50 81 44 80 89 4F 53 40 0F CD C9 28 49 64 4F 61 20 80 4C 81 6E 50 46 4D 3C 3C 00 CD 3B 59 62 20 81 48 80 CA 54 47 63 68 06 6F 4F 3C 09 1F C0	[DFT][E2:02C2]が[PAU:1E] 本当に平気なのか?\n[PAU:28]それなら 自由にしていいが\nあまり 無理はするんじゃないぞ˳[END]		review
0072	0x05ADB7	0032	D7 E0 02 3F 59 3E 20 3B 53 80 46 4A 4B 53 80 52 67 0E 3D 80 7A 3D 0F CD 20 80 3D 06 4D 20 3C 3C 4E 80 7A 3D CD 20 4F 68 40 20 3B 5E 46 3C 4E 80 7A 3D	[DFT][E2:023F]まえ あの人たちの話をどう思う?\n 信じて いいと思う\n なんか あやしいと思う		review
0073	0x05AE85	0010	81 21 46 42 80 08 6E 4D 42 64 63 0A 65 3D 1F DE	正しく使ってくれるだろう˳[TPL:]		review
0074	0x05AE95	007C	D7 E0 02 4E 3D 45 68 00 81 10 3D 53 5D 20 4F 68 0A 43 0E 4F CD 3F 59 3E 20 C9 1E 44 44 46 14 61 42 0D CD 07 3C 16 68 80 43 41 42 4F 6E 4A 68 06 6F 4F 3C 40 0F D1 3C 5E 49 53 20 C9 1E 80 1F 53 81 6F 45 06 6F 4F 3C 09 7E 7E 7E CD C9 3C 4E 50 40 42 20 C9 1E E0 00 54 59 40 48 4A CD 3B 53 80 46 4A 4B 53 4A 5C 50 80 F6 80 F9 4D 4A 3C 4F 61 CD 49 3D 46 4D 3B 03 4F 45 3C 1F C0	[DFT][E2:024E]うさんが言うのも なんだけどな\nおまえ [PAU:1E]ここしばらくで\nずいぶん大きくなったんじゃないか?[FIN]いやその [PAU:1E]背の高さじゃないぞ···\n[PAU:3C]とにかく [PAU:1E][E2:0054]まかせた\nあの人たちのために役立てたいなら\nそうしてあげなさい˳[END]		review
0075	0x05AF11	002C	D7 E0 02 80 2D 4B 80 6D 00 20 3C 6E 19 3C 4F 68 0A 65 3D 0F CD 58 61 20 59 3B 20 4E 50 40 42 CD 81 78 0C 43 4A 61 20 0E 3D 0A 0F C0	[DFT][E2:0280]Mち物が いっぱいなんだろう?\nほら まあ とにかく\n片づけたら どうだ?[END]		review
0076	0x05AF3D	0048	D7 20 C2 00 54 CD C3 02 20 80 75 74 C3 00 67 20 80 36 50 80 31 64 4A 7D D1 20 C2 00 54 CD C3 02 20 80 75 75 C3 00 67 20 80 36 50 80 31 64 4A 7D D1 20 C2 00 54 CD C3 02 20 80 75 76 C3 00 67 20 80 36 50 80 31 64 4A 7D	[DFT] [NAM:00]は\n[PAL:02] 石1[PAL:00]を 手に入れた![FIN] [NAM:00]は\n[PAL:02] 石2[PAL:00]を 手に入れた![FIN] [NAM:00]は\n[PAL:02] 石3[PAL:00]を 手に入れた!		review
0077	0x05B2F3	009C	20 80 09 80 0A 4E 4F 63 53 0D 47 D1 E0 02 3D 5B 7E 7E 7E CD C9 1E 3C 41 4F 62 20 80 3D 06 61 64 63 80 52 0D 54 4F 3C 4F D1 E0 15 04 5D 6E 4E 5D 0D 04 05 3C 59 47 CD 0D 47 40 61 20 4E 62 3B 3E 07 54 CD 44 64 67 20 3F 66 4A 46 46 4D 3F 41 59 47 D1 5D 46 20 04 81 05 80 32 3C 4A 0A 43 63 53 0D 46 4A 61 CD 44 64 67 20 3F 80 08 3C 42 0A 45 3C CD 44 64 54 20 D4 46 71 44 61 80 6B D5 50 3B 4F 4A 80 BF 67 CD 04 81 55 81 56 3C 4A 46 59 47 20 80 68 80 6D 0D 04 05 3C 59 47 DE	 必要となるのです[FIN][E2:023D]む···\n[PAU:1E]いきなり 信じられる話ではないな[FIN][E2:1504]もっともでございます\nですから とりあえずは\nこれを おわたししておきます[FIN]もし ご協力いただけるのでしたら\nこれを お使いください\nこれは [KATAKANA]ショコラ星[HIRAGANA]にあなた樣を\nご案内いたします 乘物でございます[TPL:]		review
0078	0x05B38F	001B	D7 20 C2 00 54 CD C3 02 20 80 69 80 6A 80 C2 C3 00 67 20 80 36 50 80 31 64 4A 7D	[DFT] [NAM:00]は\n[PAL:02] 宇宙船[PAL:00]を 手に入れた!		review
0079	0x05C014	002F	3C 81 7E 45 68 00 20 3F 60 5C 45 68 50 CD 41 4D 42 64 63 4F 68 4D 20 3D 64 46 42 4D 52 CD 80 82 80 D0 41 54 20 46 4D 5A 63 5D 68 0A 60 1F C0	い娘さんが およめさんに\nきてくれるなんて うれしくてね\n長生きは してみるもんだよ˳[END]		review
0080	0x05C043	0031	D7 81 22 53 80 C9 81 02 00 20 80 42 42 4D 52 3E 7E 7E 7E CD 3F 80 36 81 1B 3C 45 68 0D 5D 3C 64 14 CD 80 9A 40 63 68 0A 43 0E 52 3E 7E 7E 7E 1F C0	[DFT]体の調子が 悪くてねえ···\nお手伝いさんでもいれば\n助かるんだけどねえ···˳[END]		review
0081	0x05C074	00A0	D7 55 7E C9 1E 55 6F 3B 6E CD C9 1E 4F 68 0A 3C 20 49 53 20 80 43 41 3C 53 54 0F 7D CD C9 1E 3E 0F C9 1E 3F 80 36 81 1B 3C 67 47 63 20 65 18 6E 4E 0F CD C9 14 49 3D 40 3C 20 3C 3C 81 02 4F 68 0A 52 3E D1 3B 4A 46 5D 81 1D 80 F1 20 81 22 53 80 C9 81 02 00 CD 60 42 4F 42 6E 4D 52 3E 7E 7E 7E D1 49 3D 3C 3D 20 54 4A 61 41 5D 53 00 CD 3C 4D 42 64 64 14 20 80 9A 40 63 68 0A 43 0E 52 3E CD 20 3F 14 3B 45 68 50 80 5C 46 4D 3B 03 59 47 CD 20 81 85 53 80 1C 3D 59 42 54 3C 41 59 48 68	[DFT]ひ·[PAU:1E]ひゃあっ\n[PAU:1E]なんだい その 大きいのは?!\n[PAU:1E]え?[PAU:1E]お手伝いをする ろぼっと?\n[PAU:14]そうかい いい子なんだねえ[FIN]あたしも最近 体の調子が\nよくなくってねえ···[FIN]そういう はたらきものが\nいてくれれば 助かるんだけどねえ\n おばあさんに貸してあげます\n 世の中うまくはいきません		review
0082	0x05EC6C	0014	3F 3C 4D CD 80 C9 81 02 3C 3C 44 4E 81 10 6E 4D 63 60 7D C0	おいて\n調子いいこと言ってるよ![END]		review
0083	0x05EC80	0040	D7 E0 07 3F 59 3E 20 66 05 66 05 4D 00 5A 67 CD 4E 0E 43 63 4A 5C 20 5D 0E 6E 4D 41 4A 53 40 0F D1 3F 59 3E 53 60 3D 4F 5E 4C 67 CD C3 03 3F 55 4E 60 46 20 C3 00 6E 4D 81 10 3D 68 0A 08 1F C0	[DFT][E2:073F]まえ わざわざてがみを\nとどけるため もどってきたのか?[FIN]おまえのようなやつを\n[PAL:03]おひとよし [PAL:00]って言うんだぜ˳[END]		review
0084	0x05ECC0	0026	D7 E0 07 4F 68 0A 60 20 3F 80 01 CD 81 7D 80 36 50 20 80 46 53 80 55 53 80 1C 50 CD 80 31 6E 4D 42 63 4F 60 1F C0	[DFT][E2:074F]んだよ お前\n勝手に 人の家の中に\n入ってくるなよ˳[END]		review
0085	0x05ECE6	0031	D7 E0 07 3D 4B 53 20 40 3B 4B 6F 68 4F 61 CD 80 99 80 82 80 D1 53 20 80 D2 80 D3 50 3C 63 60 CD 80 6C 00 3B 63 4F 61 5B 44 3D 50 80 1E 43 60 1F C0	[DFT][E2:073D]ちの かあちゃんなら\n町長會の 受付にいるよ\n用があるならむこうに行けよ˳[END]		review
0086	0x05ED17	0010	D7 E0 07 3F 3C 6E 7D 4B 71 6E 4E 59 4D 60 7D C0	[DFT][E2:073F]いっ!ちょっとまてよ![END]		review
0087	0x05ED27	0045	D7 E0 07 4D 41 4E 3D 4F 20 80 76 00 4F 40 6E 4A 40 61 CD 44 64 50 20 80 38 3C 4A 7D CD 44 64 67 3F 5E 06 50 20 66 4A 46 4D 42 64 7D D1 20 C2 00 54 CD C3 02 20 80 75 80 77 C3 00 67 20 80 D2 43 81 18 6E 4A 7D	[DFT][E2:074D]きとうな 紙がなかったから\nこれに 書いた!\nこれをおやじに わたしてくれ![FIN] [NAM:00]は\n[PAL:02] 石版[PAL:00]を 受け取った!		review
0088	0x05EF16	0020	61 3D 60 CD 3F 80 01 53 20 3F 5E 06 50 54 CD 3C 4C 5D 20 81 85 80 52 50 4F 6E 4D 63 46 4F 1F C0	らうよ\nお前の おやじには\nいつも 世話になってるしな˳[END]		review
0089	0x05EF36	00E0	D7 D4 3B 41 54 14 61 D5 53 80 E3 81 02 06 6F 52 3E 40 CD 4F 50 0F C9 1E 80 27 80 14 00 46 4A 3C 0A 4E 0F CD C9 1E 49 62 6F 3B 3F 80 01 20 40 68 4A 68 50 54 CD 0D 41 52 3E 09 D1 3F 80 01 53 20 3F 5E 06 0A 6E 4D CD 80 D9 67 81 5D 68 0A 62 20 81 8B 3E 44 68 0A 62 46 4D CD 80 27 80 14 80 8C 67 80 23 6E 4D 3C 4A 5D 68 45 D1 49 3D 3C 5E 3B 20 C3 02 80 03 80 2B C3 00 4E 40 81 10 6E 4D CD 3D 4B 53 20 D4 00 61 42 4A D5 67 80 2D 6E 4D 3C 6E 4D CD 80 EA 40 20 80 23 6E 4D 3C 4A 44 4E 5D 3B 6E 4A 4F 3B D1 D4 00 61 42 4A D5 4F 61 20 81 B7 50 44 65 00 6E 4D 63 60 CD 80 2D 6E 4D 80 1E 42 40 3C 0F CD 20 3D 68 7D 80 2D 6E 4D 3C 42 7D CD 20 80 26 80 59 53 80 3B 54 20 5E 5C 4D 3F 42	[DFT][KATAKANA]アキハバラ[HIRAGANA]の息子じゃねえか\nなに?[PAU:1E]発明がしたいだと?\n[PAU:1E]そりゃあお前 かんたんには\nできねえぞ[FIN]お前の おやじだって\n本を読んだり 考えこんだりして\n発明品を作っていたもんさ[FIN]そういやあ [PAL:02]合成[PAL:00]とか言って\nうちの [KATAKANA]ガラクタ[HIRAGANA]を持っていって\n何か 作っていたこともあったなあ[FIN][KATAKANA]ガラクタ[HIRAGANA]なら 與にころがってるよ\n持って行くかい?\n うん!持っていく!\n 今日の所は やめておく		review
0090	0x05F017	0058	D0 49 64 06 6F 3B 20 80 F0 53 81 B7 50 80 31 62 4F CD 81 B7 50 20 75 4C D4 40 1B 48 63 D5 00 3B 63 40 61 CD 81 B8 81 04 20 80 2D 6E 4D 3C 6E 4D 3C 3C 09 1F C0 D0 49 3D 40 3C 20 49 3D 40 3C CD 59 3B 20 80 89 00 5B 3C 4A 61 CD 3C 4C 0D 5D 20 81 10 6E 4D 42 64 1F C0	[CLR]それじゃあ 店の與に入りな\n與に 2つ[KATAKANA]カプセル[HIRAGANA]があるから\n両方 持っていっていいぞ˳[END][CLR]そうかい そうかい\nまあ 気がむいたら\nいつでも 言ってくれ˳[END]		review
0091	0x05F06F	0030	D7 D4 3B 41 54 14 61 D5 53 80 E3 81 02 06 6F 52 3E 40 CD 80 EA 40 80 6C 40 0F CD 20 80 8C 80 6D 67 80 11 3C 50 80 10 4A CD 20 81 B9 6E 4A 0A 43	[DFT][KATAKANA]アキハバラ[HIRAGANA]の息子じゃねえか\n何か用か?\n 品物を買いに来た\n 寄っただけ		review
0092	0x05F0CB	002E	D7 80 26 80 59 54 20 3B 4C 3C 40 61 45 3B CD 80 F0 67 20 80 E2 5A 50 46 4A 68 0A 60 CD 48 6E 40 42 80 10 4A 53 50 20 47 59 4F 3C 52 1F C0	[DFT]今日は あついからさあ\n店を 休みにしたんだよ\nせっかく来たのに すまないね˳[END]		review
0093	0x05F0F9	0022	D7 CF 1C F1 85 C0 49 3D 40 3C 20 49 3D 40 3C CD 80 89 00 47 5B 59 0D CD 5F 6E 42 62 46 4D 3C 41 4F 1F	[DFT][STR:1CF185][END]そうかい そうかい\n気がすむまで\nゆっくりしていきな˳		review
0094	0x05F11C	002E	4F 68 0A 20 D4 52 07 5A D5 40 CD 66 62 3C 4F 20 3F 64 54 80 46 81 2B 80 BF 4E 46 40 CD 81 BA 80 12 46 4F 3C 20 81 4D 81 BB 4F 68 0A 60 1F	なんだ [KATAKANA]ネズミ[HIRAGANA]か\nわりいな おれは人間樣としか\n商売しない 主義なんだよ˳		review
0095	0x05F14B	002D	4F 68 0A 3C 20 18 3D 5E CD 58 46 3C 5D 53 0D 5D 20 3B 63 53 40 3C 0F CD 20 80 8C 80 6D 67 80 11 3C 50 80 10 4A CD 20 81 B9 6E 4A 0A 43	なんだい ぼうや\nほしいものでも あるのかい?\n 品物を買いに来た\n 寄っただけ		review
0096	0x0694CD	0055	3B 7E 3C 5E 7E 7E 7E C9 3C 06 6F 20 81 F6 54 80 1E 42 08 CD C9 1E 3B 7E 7E 7E 81 F6 20 C3 02 DC 09 D4 44 4D 4C D5 C3 00 DC 00 6E 4C 3D 68 0A CD C9 3C 59 4A 20 80 D8 3D 44 4E 5D 3B 63 0A 65 D4 73 D5 40 61 CD 4B 6E 4E 54 20 3F 18 3E 4E 3C 4D 42 64 4F 1F C0	あ·いや···[PAU:3C]じゃ 俺は行くぜ\n[PAU:1E]あ···俺 [PAL:02][NXT]ぞ[KATAKANA]コテツ[HIRAGANA][PAL:00][NXT]がっつうんだ\n[PAU:3C]また 会うこともあるだろ[KATAKANA]ー[HIRAGANA]から\nちっとは おぼえといてくれな˳[END]		review
0097	0x069522	0083	D7 60 3D 18 3D 07 CD 3F 80 01 5D 20 4C 40 59 6E 4A 53 0F CD 55 4E 62 0D 20 44 68 4F 80 3B 59 0D CD 42 63 4F 68 4D 20 3C 45 59 46 3C 52 3E D1 59 45 40 80 7A 6E 4D 5D 5A 4F 3C 60 4F CD 0E 3D 42 4C 53 80 1C 50 CD 44 68 4F 20 3D 45 68 42 45 3C 81 2A 61 00 CD 3C 63 4F 68 4D 60 3F D1 3F 64 4F 68 40 45 CD 4B 71 6E 4E 20 04 3B 3C 45 4C 46 4A 61 CD 44 53 D4 05 59 D5 0A 08 0F 4A 59 68 52 3E 60 4F DE	[DFT]ようぼうず\nお前も つかまったの?\nひとりで こんな所まで\nくるなんて いさましいねえ[FIN]まさか思ってもみないよな\nどうくつの中に\nこんな うさんくさい奴らが\nいるなんてよお[FIN]おれなんかさ\nちょっと ごあいさつしたら\nこの[KATAKANA]ザマ[HIRAGANA]だぜ?たまんねえよな[TPL:]		review
0098	0x0695A5	0028	D7 4E 44 65 0D 60 3F 20 18 3D 07 CD 4A 53 5A 00 20 3B 63 68 0A 43 0E 45 CD 20 4F 68 0D 46 71 0F CD 20 5E 4F 44 6E 4A 3C	[DFT]ところでよお ぼうず\nたのみが あるんだけどさ\n なんでしょ?\n やなこったい		review
0099	0x0695CE	0061	D0 3B 53 4F 7E 7E 7E CD 44 53 3C 59 3C 59 46 3C 20 81 F7 81 F8 53 CD C3 02 D4 40 01 D5 C3 00 67 20 45 00 46 4D 58 46 3C 68 0A D1 D4 40 50 D5 53 81 96 67 46 4A 81 2A 00 CD 80 2D 6E 4D 63 54 07 4F 68 0A D1 0E 3D 0A CD 45 00 46 4D 41 4D 42 64 63 40 0F CD 20 54 3C 54 3C CD 20 5E 4F 44 6E 4A 3C	[CLR]あのな···\nこのいまいましい 鉄球の\n[PAL:02][KATAKANA]カギ[HIRAGANA][PAL:00]を さがしてほしいんだ[FIN][KATAKANA]カニ[HIRAGANA]の頭をした奴が\n持ってるはずなんだ[FIN]どうだ\nさがしてきてくれるか?\n はいはい\n やなこったい		review
0100	0x069630	003A	D0 49 D4 73 D5 40 3C 20 49 D4 73 D5 40 3C CD 3F 80 01 5D 20 44 44 40 61 80 45 61 64 63 CD D4 4B 6F 68 47 D5 4F 53 50 4F D4 73 D5 CD 40 66 3C 49 D4 73 D5 50 4F D4 73 D5 1F C0	[CLR]そ[KATAKANA]ー[HIRAGANA]かい そ[KATAKANA]ー[HIRAGANA]かい\nお前も ここから出られる\n[KATAKANA]チャンス[HIRAGANA]なのにな[KATAKANA]ー[HIRAGANA]\nかわいそ[KATAKANA]ー[HIRAGANA]にな[KATAKANA]ー[HIRAGANA]˳[END]		review
0101	0x06966A	0026	D7 4F 68 0A 60 CD 80 89 00 40 66 6E 4A 53 40 0F CD 20 59 40 48 4D 4B 71 D4 73 D5 0A 3C CD 20 60 68 0D 5A 4A 0A 43	[DFT]なんだよ\n気がかわったのか?\n まかせてちょ[KATAKANA]ー[HIRAGANA]だい\n よんでみただけ		review
0102	0x06AB30	00D6	D7 0E 3D 46 4A 53 0F 81 46 CD 3B 16 4F 3C 66 60 CD 81 1D 80 F1 20 44 66 3C 3F 82 04 45 68 4A 4B 00 CD 3D 65 3D 65 46 4D 63 68 0A 40 61 52 D1 3E 0F 3B 4A 46 0F 3B 4A 46 54 CD 80 43 80 46 0A 40 61 20 81 44 80 89 4F 53 CD C9 1E 58 61 20 D4 14 40 D5 4F 44 4E 81 10 6E 4D 4F 3C 0D CD 81 30 42 80 EF 62 4F 45 3C 60 D1 4F 3B 50 0F C9 1E 59 0A 80 EA 40 80 6C 4F 53 0F CD C9 1E 7E 7E 7E 54 54 69 68 CD C9 1E 45 4D 54 20 55 4E 62 0D 80 EF 63 53 00 CD 44 66 42 4F 6E 4A 68 0D 46 71 0F D1 4F 68 4F 61 20 3C 6E 46 71 50 CD 80 1E 6E 4D 3B 03 4D 5D 3C 3C 66 60 0F CD 20 66 3B 3C 20 3F 52 00 3C 46 59 D4 73 D5 47 CD 20 55 4E 62 0D 80 EF 63 40 61 20 3C 3C 60	[DFT]どうしたの?君\nあぶないわよ\n最近 こわいお兄さんたちが\nうろうろしてるんだからね[FIN]え?あたし?あたしは\n大人だから 平気なの\n[PAU:1E]ほら [KATAKANA]バカ[HIRAGANA]なこと言ってないで\n早く帰りなさいよ[FIN]なあに?[PAU:1E]まだ何か用なの?\n[PAU:1E]···ははぁん\n[PAU:1E]さては ひとりで帰るのが\nこわくなったんでしょ?[FIN]なんなら いっしょに\n行ってあげてもいいわよ?\n わあい おねがいしま[KATAKANA]ー[HIRAGANA]す\n ひとりで帰るから いいよ		review
0103	0x06AC22	0098	CD C3 02 D4 65 44 44 80 99 D5 53 20 80 56 81 24 81 25 81 26 C3 00 60 CD C9 1E 4E 62 3B 3E 07 20 60 65 46 42 52 7D D1 06 6F 3B 20 3B 4A 46 54 81 33 65 40 61 CD 4C 3C 4D 3C 6E 4D 3B 03 63 40 61 CD 81 46 00 20 80 BD 50 80 63 41 4F 45 3C CD C9 1E 7E 7E 7E 4F 50 60 C9 1E 20 82 05 82 06 3B 63 53 0F C0 D0 5B 6E 7D 40 66 3C 42 4F 3C 53 6E 7D CD 80 46 53 81 0B 80 48 67 81 48 50 47 63 4E CD 65 42 4F 80 43 80 46 50 4F 61 4F 3C 66 60 6E CD C9 3C 1B 68 0A 6E 7D C0	\n[PAL:02][KATAKANA]ロココ町[HIRAGANA]の 事件記者[PAL:00]よ\n[PAU:1E]とりあえず よろしくね![FIN]じゃあ あたしは後ろから\nついていってあげるから\n君が 先に步きなさい\n[PAU:1E]···なによ[PAU:1E] 文句あるの?[END][CLR]むっ!かわいくないのっ!\n人の好意を無にすると\nろくな大人にならないわよっ\n[PAU:3C]ぷんだっ![END]		review
0104	0x06ACBA	0068	D7 80 EA 60 20 59 4A 20 41 5A 6A 0F CD 80 6C 00 3B 63 4F 61 CD 54 6E 41 62 20 81 10 3C 4F 45 3C 60 CD 81 3E 53 81 02 0D 46 71 7D 0F D1 3C 6E 46 71 50 80 1E 6E 4D 58 46 3C 4F 61 CD 47 4F 3F 50 20 81 10 3E 14 3C 3C 53 60 7D CD 20 3C 6E 46 71 50 20 80 1E 41 59 46 71 3D CD 20 55 4E 62 0D 80 EF 63 40 61 20 3C 3C 60	[DFT]何よ また きみぃ?\n用があるなら\nはっきり 言いなさいよ\n男の子でしょ!?[FIN]いっしょに行ってほしいなら\nすなおに 言えばいいのよ!\n いっしょに 行きましょう\n ひとりで帰るから いいよ		review
0105	0x06BA8D	00CC	20 40 42 45 64 4D 3C 63 CD 80 46 82 09 6E 4D 81 10 3D 53 54 7E 7E 7E 1F C0 D8 C3 03 3D 56 56 56 CD 40 66 3C 3C 20 3F D4 14 40 D5 45 68 52 CD 49 68 4F 50 20 40 68 4A 68 50 54 3C 40 4F 3C 66 60 D1 D4 3B 4A 46 D5 53 81 22 50 40 42 45 64 4A 20 80 75 54 52 CD 80 46 82 09 53 D4 3B 4A 46 D5 50 CD 80 60 80 7A 80 7B 4F 20 80 32 67 42 64 4A 53 60 CD D4 3B 4F 4A D5 50 4F 68 40 20 3B 03 61 64 4F 3C 66 D1 46 14 61 42 20 49 3D 46 4D 4F 45 3C CD 81 33 0D 20 D4 3B 4A 46 D5 4A 4B 53 CD 81 80 81 2B 50 20 82 0D 3E 4D 3B 03 63 66 52 1F C3 00 C0 05 00 68 00 20 02 C5 30 02 CB 02 0B 07 80 4F BB 6B 02 05 1E 00 A9 00 20 04 06 02	 かくされている\n人形って言うのは···˳[END][DF4][PAL:03]うふふふ\nかわいい お[KATAKANA]バカ[HIRAGANA]さんね\nそんなに かんたんにはいかないわよ[FIN][KATAKANA]アタシ[HIRAGANA]の体にかくされた 石はね\n人形の[KATAKANA]アタシ[HIRAGANA]に\n不思誄な 力をくれたのよ\n[KATAKANA]アナタ[HIRAGANA]になんか あげられないわ[FIN]しばらく そうしてなさい\n後で [KATAKANA]アタシ[HIRAGANA]たちの\n仲間に 加えてあげるわね˳[PAL:00][END]ざがんが ぐ[TBL:3002CB02]ぢず果[BYTE:BB]ぅぐざˎが[BYTE:A9]が ごじぐ		review
0106	0x06C830	0074	54 CD 49 64 67 20 45 00 46 4D 3C 4A 61 46 3C 53 0A 00 CD 0E 3D 5D D4 54 6E 40 73 D5 53 81 2A 61 5D 20 49 64 67 CD 45 00 46 4D 3C 63 3C 3D 80 52 67 20 81 41 3C 4D 4F D1 81 46 53 4E 3D 45 68 53 80 52 54 20 59 4A 81 33 0A CD 80 26 54 20 E0 00 67 45 00 45 52 14 CD D4 54 6E 40 73 D5 50 20 80 BD 67 44 45 64 4D 46 59 3D CD 45 3B 20 81 30 42 7E 7E 7E DE	は\nそれを さがしていたらしいのだが\nどうも[KATAKANA]ハッカー[HIRAGANA]の奴らも それを\nさがしているいう話を 聞いてな[FIN]君のとうさんの話は また後だ\n今は [E2:0067]さがさねば\n[KATAKANA]ハッカー[HIRAGANA]に 先をこされてしまう\nさあ 早く···[TPL:]		review
0107	0x06C8A4	000F	D7 CD 3B 7E 7E 7E 3C 4A 4A 4A 7E 7E 7E 1F C0	[DFT]\nあ···いたたた···˳[END]		review
0108	0x06C8B3	002B	D7 E0 0F 0E 7E 0E 3D 5D 59 0A 20 44 46 00 7E 7E 7E CD C9 28 C2 00 42 68 CD 66 46 50 40 59 66 07 20 80 BD 50 80 1E 6E 4D 42 64 DE	[DFT][E2:0F0E]·どうもまだ こしが···\n[PAU:28][NAM:00]くん\nわしにかまわず 先に行ってくれ[TPL:]		review
0109	0x06C8DE	0038	D7 49 3D 0A 20 44 64 67 66 4A 46 4D 3F 44 3D CD C3 02 D4 61 3C 4E D5 C3 00 0A CD 44 64 00 3B 64 14 20 82 11 3C 80 3B 67 80 63 42 53 5D CD 80 9C 50 4F 63 0A 65 3D 1F DE	[DFT]そうだ これをわたしておこう\n[PAL:02][KATAKANA]ライト[HIRAGANA][PAL:00]だ\nこれがあれば 暗い所を步くのも\n楽になるだろう˳[TPL:]		review
0110	0x06C916	001A	D7 20 C2 00 54 CD C3 02 20 D4 61 3C 4E D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	[DFT] [NAM:00]は\n[PAL:02] [KATAKANA]ライト[HIRAGANA][PAL:00]を 手に入れた!		review
0111	0x06E4E8	0049	80 31 62 44 5A CD 81 37 6E 4D 3F 63 53 0A D1 44 53 80 79 80 A4 53 80 1C 53 20 C3 02 81 2D 41 59 5D 53 C3 00 67 CD 81 C9 64 45 6E 4D 54 20 42 64 51 0A 65 3D 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 5E 4F 44 6E 4A 3C	入りこみ\n困っておるのだ[FIN]この部屋の中の [PAL:02]白きまもの[PAL:00]を\n連れさっては くれぬだろうか?\n おやすいご用です\n やなこったい		review
