# Candidate extraction from Robotrek (USA).sfc; no ROM changes made.
# Non-ASCII bytes are preserved as [XX]; C0 is the record terminator and is excluded from raw_hex.
record_id	region	start_offset	end_offset_exclusive	terminator_offset	length_without_terminator	raw_hex	controls	nested_start_count	ascii_chars	letter_chars	printable_ratio	classification	english	korean_translation	translation_status
EN-0982A3	main-dialogue-5	0x0982A3	0x0982DD	0x0982DD	58	D7 E3 31 68 65 79 2E CD E3 09 E3 0F 6C 65 61 76 65 20 E3 05 70 6F 73 74 2E CD 41 6E 79 77 61 79 2C 20 49 20 E3 0F 6C 65 74 20 79 6F 75 CD 67 6F 20 69 6E 20 74 68 65 72 65 21	05:1 09:1 0F:2 CD:3 D7:1 E3:5	0	45	34	0.7759	overlap-review	[D7][E3]1hey.\n[E3][09][E3][0F]leave [E3][05]post.\nAnyway, I [E3][0F]let you\ngo in there!		pending
EN-0982DE	main-dialogue-5	0x0982DE	0x098325	0x098325	71	D7 E3 2A C9 1E E3 13 E3 00 6E 65 77 CD 73 61 63 72 69 66 69 63 65 20 67 75 79 3F 20 47 6F 6F 64 2E 20 E3 03 CD 73 68 6F 72 74 2D 68 61 6E 64 65 64 20 E3 70 68 65 72 65 2E CD E3 06 E3 85 E3 01 E3 00 73 68 6F 70 2E	00:2 01:1 03:1 06:1 13:1 1E:1 85:1 C9:1 CD:3 D7:1 E3:9	0	49	39	0.6901	accepted-candidate	[D7][E3]*[C9][1E][E3][13][E3][00]new\nsacrifice guy? Good. [E3][03]\nshort-handed [E3]phere.\n[E3][06][E3][85][E3][01][E3][00]shop.		pending
EN-098326	main-dialogue-5	0x098326	0x098375	0x098375	79	D7 E3 24 69 73 20 E3 05 73 68 6F 70 2E 20 49 66 20 79 6F 75 CD 74 72 79 20 74 6F 20 72 75 6E 2C 20 79 6F 75 60 6C 6C 20 62 65 20 CD 74 68 72 6F 77 6E 20 69 6E 74 6F 20 E3 00 56 6F 6C 63 61 6E 6F 2E CD E3 5B 73 6F 20 E3 01 6B 6E 6F 77 2E	00:1 01:1 05:1 CD:3 D7:1 E3:5	0	67	49	0.8481	accepted-candidate	[D7][E3]$is [E3][05]shop. If you\ntry to run, you`ll be \nthrown into [E3][00]Volcano.\n[E3][so [E3][01]know.		pending
EN-0983AB	main-dialogue-5	0x0983AB	0x098402	0x098402	87	D7 E3 ED E3 01 E3 26 61 6E 20 69 6E 76 69 74 61 74 69 6F 6E 2C CD 74 6F 6F 3F 20 E3 04 74 6F 75 72 60 73 20 63 68 61 6E 67 65 64 CD 61 20 6C 69 74 74 6C 65 2E 20 E3 24 69 73 20 74 68 65 CD 46 61 63 74 6F 72 79 20 45 78 70 65 72 69 65 6E 63 65 20 54 6F 75 72 21	01:1 04:1 CD:3 D7:1 E3:5 ED:1	0	75	60	0.8621	accepted-candidate	[D7][E3][ED][E3][01][E3]&an invitation,\ntoo? [E3][04]tour`s changed\na little. [E3]$is the\nFactory Experience Tour!		pending
EN-098403	main-dialogue-5	0x098403	0x098452	0x098452	79	D7 49 20 77 6F 6E 64 65 72 20 E3 23 77 65 60 72 65 CD 6D 61 6B 69 6E 67 3F 20 41 6E 64 20 69 66 20 77 65 20 67 65 74 CD 62 6F 72 65 64 20 68 65 72 65 2C 20 64 6F 20 77 65 CD 67 6F 20 6F 6E 20 74 6F 20 E3 00 6E 65 78 74 20 74 6F 75 72 3F	00:1 CD:3 D7:1 E3:2	0	72	54	0.9114	accepted-candidate	[D7]I wonder [E3]#we`re\nmaking? And if we get\nbored here, do we\ngo on to [E3][00]next tour?		pending
EN-098453	main-dialogue-5	0x098453	0x098462	0x098462	15	D7 41 20 6D 6F 75 73 65 3F 20 48 65 72 65 3F	D7:1	0	14	10	0.9333	accepted-candidate	[D7]A mouse? Here?		pending
EN-098482	main-dialogue-5	0x098482	0x0984D4	0x0984D4	82	D7 E3 24 69 73 20 61 20 73 69 67 68 74 73 65 65 69 6E 67 CD 74 6F 75 72 21 3F 20 57 65 60 76 65 20 62 65 65 6E CD 63 68 65 61 74 65 64 21 20 E3 19 6E 65 78 74 21 3F 20 49 74 60 73 CD 70 69 74 63 68 20 62 6C 61 63 6B 20 69 6E 20 74 68 65 72 65 21	19:1 CD:3 D7:1 E3:2	0	75	57	0.9146	accepted-candidate	[D7][E3]$is a sightseeing\ntour!? We`ve been\ncheated! [E3][19]next!? It`s\npitch black in there!		pending
EN-0984F4	main-dialogue-5	0x0984F4	0x09852C	0x09852C	56	D7 4F 66 20 63 6F 75 72 73 65 20 E3 66 69 73 CD 63 65 72 74 61 69 6E 20 69 6E 20 6C 69 66 65 2E 20 49 20 6C 65 61 72 6E 65 64 CD 61 20 6C 6F 74 2E 20 48 61 20 68 61 2E	CD:2 D7:1 E3:1	0	52	40	0.9286	accepted-candidate	[D7]Of course [E3]fis\ncertain in life. I learned\na lot. Ha ha.		pending
EN-0985F3	main-dialogue-5	0x0985F3	0x09860C	0x09860C	25	D7 C3 02 CD 20 4C 6F 63 6B 65 64 20 E3 1F E3 00 69 6E 73 69 64 65 2E C3 00	00:2 02:1 1F:1 C3:2 CD:1 D7:1 E3:2	0	15	12	0.6	accepted-candidate	[D7][C3][02]\n Locked [E3][1F][E3][00]inside.[C3][00]		pending
EN-09860D	main-dialogue-5	0x09860D	0x098812	0x098812	517	D7 20 4C 69 73 74 65 6E 69 6E 67 20 61 74 20 E3 00 64 6F 6F 72 2C CD 20 68 65 20 E3 58 76 6F 69 63 65 73 2E D1 C3 03 E3 0D 61 20 77 6F 72 74 68 6C 65 73 73 20 70 6C 61 6E 2E CD 4B 69 64 6E 61 70 70 69 6E 67 20 66 61 63 74 6F 72 79 20 77 6F 72 6B 65 72 73 CD E3 1F 52 6F 63 6F 63 6F 2E D1 C3 02 E3 45 61 20 6C 61 62 6F 72 20 73 68 6F 72 74 61 67 65 21 CD 4F 75 72 20 62 75 64 67 65 74 60 73 20 E3 3C 73 6C 61 73 68 65 64 21 CD E3 19 64 6F 20 E3 00 E3 46 74 68 69 6E 6B CD 6F 66 20 E3 00 69 6E 76 65 6E 74 69 6F 6E 21 3F D1 C3 03 49 20 6E 65 76 65 72 20 61 73 6B 65 64 20 E3 01 74 6F CD E3 E1 61 6E 79 74 68 69 6E 67 2E 20 59 6F 75 CD E3 14 E3 35 72 75 6E 20 74 68 69 73 CD 41 6E 64 72 6F 69 64 20 6C 61 62 6F 72 61 74 6F 72 79 2E D1 41 6E 64 20 77 68 79 20 E3 2B 69 74 20 74 61 6B 65 CD E3 C8 61 20 E3 A4 E3 54 E3 35 74 6F CD 74 68 72 65 61 74 65 6E 20 E3 00 45 6C 64 65 72 3F D1 C3 02 2E 2E 2E 48 65 79 21 CD 49 20 E3 02 6D 79 20 6F 77 6E 20 70 6C 61 6E 2E CD E3 17 77 6F 72 72 79 20 E3 0A 69 74 21 D1 C3 03 4F 4B 2E CD C9 1E 54 68 65 6E 20 E3 CA E3 5E 77 68 61 74 CD E3 01 E3 14 64 6F 2E CD C9 1E 44 72 2E 45 69 6E 73 74 2C 20 D1 E3 06 E3 30 E3 00 4D 61 79 6F 72 2E CD E3 2C E3 00 6B 65 79 20 74 6F CD 6D 79 20 77 68 6F 6C 65 20 70 6C 61 6E 2E D1 2E 2E 2E E3 22 64 6F 65 73 6E 60 74 20 69 74 20 73 65 65 6D CD E3 2D E3 15 67 75 79 20 E3 18 62 65 65 6E CD 6C 69 73 74 65 6E 69 6E 67 20 74 6F 20 65 76 65 72 79 74 68 69 6E 67 CD 77 65 20 73 61 79 3F D1 C3 02 57 68 61 74 21 3F CD C9 3C 48 65 79 2E 2E 2E CD E3 19 E3 1C E3 01 64 6F 69 6E 67 21 21 C3 00	00:7 01:3 02:4 03:3 06:1 0A:1 0D:1 14:2 15:1 17:1 18:1 19:2 1C:1 1E:2 1F:1 A4:1 C3:7 C8:1 C9:3 CA:1 CD:23 D1:9 D7:1 E1:1 E3:39	0	400	313	0.7737	accepted-candidate	[D7] Listening at [E3][00]door,\n he [E3]Xvoices.[D1][C3][03][E3][0D]a worthless plan.\nKidnapping factory workers\n[E3][1F]Rococo.[D1][C3][02][E3]Ea labor shortage!\nOur budget`s [E3]<slashed!\n[E3][19]do [E3][00][E3]Fthink\nof [E3][00]invention!?[D1][C3][03]I never asked [E3][01]to\n[E3][E1]anything. You\n[E3][14][E3]5run this\nAndroid laboratory.[D1]And why [E3]+it take\n[E3][C8]a [E3][A4][E3]T[E3]5to\nthreaten [E3][00]Elder?[D1][C3][02]...Hey!\nI [E3][02]my own plan.\n[E3][17]worry [E3][0A]it![D1][C3][03]OK.\n[C9][1E]Then [E3][CA][E3]^what\n[E3][01][E3][14]do.\n[C9][1E]Dr.Einst, [D1][E3][06][E3]0[E3][00]Mayor.\n[E3],[E3][00]key to\nmy whole plan.[D1]...[E3]"doesn`t it seem\n[E3]-[E3][15]guy [E3][18]been\nlistening to everything\nwe say?[D1][C3][02]What!?\n[C9]<Hey...\n[E3][19][E3][1C][E3][01]doing!![C3][00]		pending
EN-098813	main-dialogue-5	0x098813	0x098853	0x098853	64	D7 49 64 69 6F 74 21 21 CD 31 30 30 20 79 65 61 72 73 20 6F 66 20 CD C3 02 74 6F 69 6C 65 74 20 63 6C 65 61 6E 69 6E 67 C3 00 20 E3 0C 79 6F 75 21 21 CD E3 A5 E3 4A 6F 66 20 68 65 72 65 21 21	00:1 02:1 0C:1 A5:1 C3:2 CD:3 D7:1 E3:3	0	51	36	0.7969	accepted-candidate	[D7]Idiot!!\n100 years of \n[C3][02]toilet cleaning[C3][00] [E3][0C]you!!\n[E3][A5][E3]Jof here!!		pending
EN-0988D4	main-dialogue-5	0x0988D4	0x0988E5	0x0988E5	17	D7 CD 53 71 75 65 61 6B 21 20 53 71 75 65 61 6B 21	CD:1 D7:1	0	15	12	0.8824	accepted-candidate	[D7]\nSqueak! Squeak!		pending
EN-0988E6	main-dialogue-5	0x0988E6	0x09891B	0x09891B	53	D7 4D 69 63 65 20 E3 14 E3 B9 E3 0E CD C3 02 4D 6F E3 B9 48 6F 6C 65 C3 00 20 74 6F 20 E3 20 61 6E 64 CD 67 6F 2E 20 48 61 6E 64 79 2E 20 53 71 75 65 61 6B 21	00:1 02:1 0E:1 14:1 B9:2 C3:2 CD:2 D7:1 E3:5	0	37	28	0.6981	accepted-candidate	[D7]Mice [E3][14][E3][B9][E3][0E]\n[C3][02]Mo[E3][B9]Hole[C3][00] to [E3] and\ngo. Handy. Squeak!		pending
EN-098AED	main-dialogue-5	0x098AED	0x098B12	0x098B12	37	D7 E3 31 68 65 79 2E CD E3 03 E3 8D 63 6C 65 61 6E 69 6E 67 20 74 68 65 72 65 2E CD E3 09 E3 0F E3 20 69 6E 2E	03:1 09:1 0F:1 8D:1 CD:2 D7:1 E3:6	0	24	18	0.6486	accepted-candidate	[D7][E3]1hey.\n[E3][03][E3][8D]cleaning there.\n[E3][09][E3][0F][E3] in.		pending
EN-098B82	main-dialogue-5	0x098B82	0x098BB1	0x098BB1	47	D7 E3 2E C9 1E C2 00 3F 21 CD E3 0D 6D 65 21 CD E3 17 E3 01 72 65 63 6F 67 6E 69 7A 65 20 6D 65 3F CD 57 61 69 74 20 E3 C3 74 68 65 72 65 2E	00:1 01:1 0D:1 17:1 1E:1 C2:1 C3:1 C9:1 CD:3 D7:1 E3:5	0	30	22	0.6383	accepted-candidate	[D7][E3].[C9][1E][C2][00]?!\n[E3][0D]me!\n[E3][17][E3][01]recognize me?\nWait [E3][C3]there.		pending
EN-098BCE	main-dialogue-5	0x098BCE	0x098C5C	0x098C5C	142	D7 8B 02 80 00 02 97 80 F3 02 86 04 03 01 02 98 02 80 00 02 97 02 1D 22 8C 02 0A 8F 80 02 33 50 FF 02 44 02 22 10 8C 02 63 F5 8B 02 80 00 02 97 80 F5 02 45 02 86 05 03 02 02 98 02 33 F0 FF 02 B2 6B 02 1D 5D 8C 02 34 F0 FF 02 0A 8B 80 02 CF 00 8C 89 6B D8 E3 0D 6D 65 2C 20 4B 6F 74 65 74 73 75 2E CD CD E3 04 69 6E 76 69 74 61 74 69 6F 6E 20 74 72 69 63 6B 65 64 CD 79 6F 75 2C 20 74 6F 6F 3F 20 E3 19 61 20 73 68 61 6D 65 2E	00:4 01:1 02:24 03:2 04:2 05:1 0A:2 0D:1 10:1 19:1 1D:2 80:7 86:2 89:1 8B:3 8C:4 8F:1 97:3 98:2 B2:1 CD:3 CF:1 D7:1 D8:1 E3:3 F0:2 F3:1 F5:2 FF:3	0	60	44	0.4225	accepted-candidate	[D7][8B][02][80][00][02][97][80][F3][02][86][04][03][01][02][98][02][80][00][02][97][02][1D]"[8C][02][0A][8F][80][02]3P[FF][02]D[02]"[10][8C][02]c[F5][8B][02][80][00][02][97][80][F5][02]E[02][86][05][03][02][02][98][02]3[F0][FF][02][B2]k[02][1D]][8C][02]4[F0][FF][02][0A][8B][80][02][CF][00][8C][89]k[D8][E3][0D]me, Kotetsu.\n\n[E3][04]invitation tricked\nyou, too? [E3][19]a shame.		pending
EN-098C5D	main-dialogue-5	0x098C5D	0x098CDB	0x098CDB	126	D7 E3 19 E3 1C E3 01 64 6F 69 6E 67 20 68 65 72 65 3F CD 2E 2E 2E 42 65 20 71 75 69 65 74 21 20 E3 24 69 73 20 6F 6E 65 CD 6F 66 20 6D 79 20 E3 FC 6A 6F 62 73 2E D1 41 72 65 6E 60 74 20 E3 01 E3 00 E3 78 68 61 76 69 6E 67 CD 74 72 6F 75 62 6C 65 20 67 65 74 74 69 6E 67 20 6F 75 74 3F CD C9 14 E3 45 E3 21 49 20 77 61 6E 74 CD 74 6F 20 6C 6F 61 6E 20 E3 DD E3 52 E3 10 6D 65 21	00:1 01:2 10:1 14:1 19:1 1C:1 C9:1 CD:5 D1:1 D7:1 DD:1 E3:13 FC:1	0	96	73	0.7619	accepted-candidate	[D7][E3][19][E3][1C][E3][01]doing here?\n...Be quiet! [E3]$is one\nof my [E3][FC]jobs.[D1]Aren`t [E3][01][E3][00][E3]xhaving\ntrouble getting out?\n[C9][14][E3]E[E3]!I want\nto loan [E3][DD][E3]R[E3][10]me!		pending
EN-098D4D	main-dialogue-5	0x098D4D	0x098DA6	0x098DA6	89	D7 E0 03 49 66 20 E3 01 E3 29 74 6F 20 65 73 63 61 70 65 2C 20 67 6F CD E3 0E 77 61 79 2E 20 E3 24 69 73 20 74 68 65 CD 67 61 72 62 61 67 65 20 63 68 75 74 65 2E D1 49 74 20 63 6F 6D 65 73 20 E3 4A 69 6E CD E3 00 76 6F 6C 63 61 6E 6F 20 73 6F 6D 65 77 68 65 72 65 2E	00:1 01:1 03:1 0E:1 CD:3 D1:1 D7:1 E0:1 E3:6	0	73	58	0.8202	accepted-candidate	[D7][E0][03]If [E3][01][E3])to escape, go\n[E3][0E]way. [E3]$is the\ngarbage chute.[D1]It comes [E3]Jin\n[E3][00]volcano somewhere.		pending
EN-098DA7	main-dialogue-5	0x098DA7	0x098DE8	0x098DE8	65	D7 E0 03 E3 2E 49 74 20 73 6D 65 6C 6C 73 3F 20 41 6C 6C 20 79 6F 75 CD 64 6F 20 69 73 20 63 6F 6D 70 6C 61 69 6E 2E 20 E3 06 74 75 72 6E CD E3 01 E3 C3 74 6F 20 E3 00 73 6F 6C 64 69 65 72 73 2E	00:1 01:1 03:1 06:1 C3:1 CD:2 D7:1 E0:1 E3:5	0	51	40	0.7846	accepted-candidate	[D7][E0][03][E3].It smells? All you\ndo is complain. [E3][06]turn\n[E3][01][E3][C3]to [E3][00]soldiers.		pending
EN-098DE9	main-dialogue-5	0x098DE9	0x098E1A	0x098E1A	49	D7 E0 03 4F 6F 68 2C 20 6E 6F 21 CD E3 2C E3 00 65 78 65 63 75 74 69 76 65 CD 74 6F 69 6C 65 74 2E 20 E3 04 65 78 69 74 20 69 73 20 68 65 72 65 21	00:1 03:1 04:1 CD:2 D7:1 E0:1 E3:3	0	39	30	0.7959	accepted-candidate	[D7][E0][03]Ooh, no!\n[E3],[E3][00]executive\ntoilet. [E3][04]exit is here!		pending
EN-098E1B	main-dialogue-5	0x098E1B	0x098E2B	0x098E2B	16	D7 E0 03 E3 34 C2 00 21 CD E3 D0 63 61 72 65 2E	00:1 03:1 C2:1 CD:1 D0:1 D7:1 E0:1 E3:2	0	7	4	0.4375	short-candidate	[D7][E0][03][E3]4[C2][00]!\n[E3][D0]care.		pending
EN-098EFD	main-dialogue-5	0x098EFD	0x098FB9	0x098FB9	188	D7 E0 04 C2 00 21 CD 47 6F 6F 64 20 74 69 6D 69 6E 67 21 20 49 20 68 61 76 65 CD E3 21 74 6F 20 61 73 6B 20 79 6F 75 21 D1 44 72 2E 45 69 6E 73 74 20 E3 18 64 69 73 61 70 70 65 61 72 65 64 CD 69 6E 20 68 65 72 65 2E 20 43 61 6E 20 E3 01 E3 C6 66 6F 72 CD 68 69 6D 3F 20 49 20 E3 0F 6C 65 74 20 E3 5A 72 75 6E CD E3 70 6C 6F 6F 73 65 20 E3 2D 74 68 69 73 21 D1 E3 88 E3 0F 49 20 E3 C6 6D 79 73 65 6C 66 3F CD C9 14 E3 0D E3 00 6D 65 6E 60 73 20 72 6F 6F 6D 21 CD C3 03 57 6F 6D 65 6E C3 00 20 E3 0F 77 61 6E 64 65 72 20 61 72 6F 75 6E 64 CD 69 6E 20 68 65 72 65 21	00:3 01:1 03:1 04:1 0D:1 0F:3 14:1 18:1 88:1 C2:1 C3:2 C6:2 C9:1 CD:8 D1:2 D7:1 E0:1 E3:14	0	143	112	0.7606	accepted-candidate	[D7][E0][04][C2][00]!\nGood timing! I have\n[E3]!to ask you![D1]Dr.Einst [E3][18]disappeared\nin here. Can [E3][01][E3][C6]for\nhim? I [E3][0F]let [E3]Zrun\n[E3]ploose [E3]-this![D1][E3][88][E3][0F]I [E3][C6]myself?\n[C9][14][E3][0D][E3][00]men`s room!\n[C3][03]Women[C3][00] [E3][0F]wander around\nin here!		pending
EN-098FBA	main-dialogue-5	0x098FBA	0x098FEF	0x098FEF	53	D7 E0 04 57 65 20 E3 07 E3 3B E3 23 74 68 61 74 CD 66 61 6B 65 20 E3 47 69 73 20 67 6F 69 6E 67 CD 74 6F 20 64 6F 21 20 51 75 69 63 6B 2C 20 E3 4D 68 69 6D 21	04:1 07:1 CD:2 D7:1 E0:1 E3:5	0	42	31	0.7925	accepted-candidate	[D7][E0][04]We [E3][07][E3];[E3]#that\nfake [E3]Gis going\nto do! Quick, [E3]Mhim!		pending
EN-098FF0	main-dialogue-5	0x098FF0	0x09907F	0x09907F	143	D7 E0 04 48 6F 77 20 E3 16 69 74 3F C9 1E 20 57 68 61 74 3F D1 C9 1E CD E3 1A E3 1E 74 68 65 72 65 3F 3F CD E3 ED E3 01 6C 6F 6F 6B 3F CD 50 6C 65 61 73 65 21 21 20 4C 6F 6F 6B 20 61 67 61 69 6E 21 21 D1 E3 1A 61 20 66 61 6B 65 2C 20 E3 41 E3 1E 61 CD E3 CD 69 6E 76 65 6E 74 6F 72 21 CD E3 53 72 65 70 6F 72 74 65 64 20 6F 6E CD 65 76 65 72 79 74 68 69 6E 67 20 E3 41 64 6F 6E 65 2E D1 E3 1A 75 70 20 74 6F 20 E3 21 6E 65 77 21	01:1 04:1 16:1 1A:3 1E:4 C9:2 CD:7 D1:3 D7:1 E0:1 E3:13 ED:1	0	105	81	0.7343	accepted-candidate	[D7][E0][04]How [E3][16]it?[C9][1E] What?[D1][C9][1E]\n[E3][1A][E3][1E]there??\n[E3][ED][E3][01]look?\nPlease!! Look again!![D1][E3][1A]a fake, [E3]A[E3][1E]a\n[E3]\ninventor!\n[E3]Sreported on\neverything [E3]Adone.[D1][E3][1A]up to [E3]!new!		pending
EN-099080	main-dialogue-5	0x099080	0x0990F0	0x0990F0	112	D7 E0 04 E3 ED E3 01 E3 4D 68 69 6D 3F C9 14 20 57 68 61 74 3F CD 4E 6F 20 E3 78 74 68 65 72 65 3F 20 41 20 64 65 61 64 20 65 6E 64 3F CD C9 1E 2E 2E 2E 20 E3 2A 77 65 6C 6C 2E 20 C9 14 D1 E3 45 E3 8D 73 6F 6D 65 74 68 69 6E 67 CD 68 65 72 65 2C 20 E3 06 E3 D8 61 72 6F 75 6E 64 2E CD E3 34 C2 00 2C CD 62 65 20 63 61 72 65 66 75 6C 21	00:1 01:1 04:1 06:1 14:2 1E:1 8D:1 C2:1 C9:3 CD:5 D1:1 D7:1 D8:1 E0:1 E3:10 ED:1	0	80	57	0.7143	accepted-candidate	[D7][E0][04][E3][ED][E3][01][E3]Mhim?[C9][14] What?\nNo [E3]xthere? A dead end?\n[C9][1E]... [E3]*well. [C9][14][D1][E3]E[E3][8D]something\nhere, [E3][06][E3][D8]around.\n[E3]4[C2][00],\nbe careful!		pending
EN-099140	main-dialogue-5	0x099140	0x0991BA	0x0991BA	122	D7 E3 2E E3 04 44 69 72 65 63 74 6F 72 3F 20 4C 6F 6F 6B CD 69 6E 20 E3 00 C3 02 45 78 65 63 2E 54 6F 69 6C 65 74 C3 00 2C 20 CD 6D 61 79 62 65 20 E3 41 74 68 65 72 65 2E D1 E3 2E 4B 6F 74 65 74 73 75 3F CD E3 04 63 6C 65 61 6E 69 6E 67 20 70 65 72 73 6F 6E 20 69 73 20 61 74 CD 6C 75 6E 63 68 2C 20 74 72 79 20 74 68 65 CD C3 02 4C 75 6E 63 68 72 6F 6F 6D C3 00 2E	00:3 02:2 04:2 C3:4 CD:5 D1:1 D7:1 E3:6	0	98	80	0.8033	accepted-candidate	[D7][E3].[E3][04]Director? Look\nin [E3][00][C3][02]Exec.Toilet[C3][00], \nmaybe [E3]Athere.[D1][E3].Kotetsu?\n[E3][04]cleaning person is at\nlunch, try the\n[C3][02]Lunchroom[C3][00].		pending
EN-0991BB	main-dialogue-5	0x0991BB	0x0991DB	0x0991DB	32	D7 4C 6F 74 73 20 6F 66 20 6D 69 63 65 20 61 72 6F 75 6E 64 CD E3 A6 6C 61 74 65 6C 79 2E 2E 2E	A6:1 CD:1 D7:1 E3:1	0	28	22	0.875	accepted-candidate	[D7]Lots of mice around\n[E3][A6]lately...		pending
EN-0991DC	main-dialogue-5	0x0991DC	0x0991FE	0x0991FE	34	D7 E3 2C E3 00 67 61 72 62 61 67 65 20 63 68 75 74 65 2E CD E3 17 66 E3 71 69 6E 20 74 68 65 72 65 2E	00:1 17:1 CD:1 D7:1 E3:4	0	26	21	0.7647	accepted-candidate	[D7][E3],[E3][00]garbage chute.\n[E3][17]f[E3]qin there.		pending
EN-0992EE	main-dialogue-5	0x0992EE	0x099341	0x099341	83	D7 E3 04 43 68 69 65 66 20 6D 61 64 65 20 61 CD C3 02 4D 6F E3 B9 4D 61 63 68 69 6E 65 C3 00 2E CD E3 09 62 65 20 63 61 72 65 66 75 6C 2E D1 41 6E 64 20 E3 15 C9 1E CD 63 6F 6E 76 65 72 73 61 74 69 6F 6E 20 69 73 20 C3 03 73 65 63 72 65 74 C3 00 2E	00:2 02:1 03:1 04:1 09:1 15:1 1E:1 B9:1 C3:4 C9:1 CD:3 D1:1 D7:1 E3:4	0	60	51	0.7229	accepted-candidate	[D7][E3][04]Chief made a\n[C3][02]Mo[E3][B9]Machine[C3][00].\n[E3][09]be careful.[D1]And [E3][15][C9][1E]\nconversation is [C3][03]secret[C3][00].		pending
EN-099342	main-dialogue-5	0x099342	0x099492	0x099492	336	D7 49 20 E3 0F 62 65 6C 69 65 76 65 20 E3 0E 69 73 CD E3 49 49 73 6C 65 2E 20 49 20 E3 02 74 6F 20 77 6F 72 6B CD 69 6E 20 E3 0E 64 61 72 6B 20 4C 61 62 20 65 76 65 72 79 CD 64 61 79 2E 20 49 20 E3 0F 73 74 E3 08 69 74 21 D1 E3 36 E3 1B 62 65 74 74 65 72 20 E3 C9 48 51 2E CD C9 0A 41 6E 79 77 61 79 2C 20 E3 07 E3 01 74 68 69 6E 6B CD E3 00 6E 65 77 20 62 6F 73 73 20 69 73 20 61 77 66 75 6C 3F D1 48 65 20 68 6F 6C 64 73 20 61 20 67 72 75 64 67 65 20 61 67 61 69 6E 73 74 CD 52 6F 63 6F 63 6F 2C 20 73 6F 20 68 65 20 6B 69 64 6E 61 70 73 CD E3 00 76 69 6C 6C 61 67 65 72 73 20 E3 08 6D 61 6B 65 73 CD E3 AD 77 6F 72 6B 2E 20 C9 0A E3 0D 74 65 72 72 69 62 6C 65 2E D1 E3 36 69 66 20 E3 01 6F 70 70 6F 73 65 20 68 69 6D CD E3 01 E3 02 74 6F 20 64 6F CD C3 02 54 6F 69 6C 65 74 20 63 6C 65 61 6E 69 6E 67 C3 00 2E D1 49 66 20 E3 13 62 61 64 2C 20 79 6F 75 60 6C 6C CD 62 65 20 63 68 61 6E 67 65 64 20 69 6E 74 6F 20 61 CD C3 02 4D 6F 75 73 65 C3 00 21 D1 CD 47 6F 74 74 61 20 62 65 20 63 61 72 65 66 75 6C 2E	00:4 01:3 02:4 07:1 08:2 0A:2 0D:1 0E:2 0F:2 13:1 1B:1 AD:1 C3:4 C9:3 CD:13 D1:5 D7:1 E3:22	0	264	213	0.7857	accepted-candidate	[D7]I [E3][0F]believe [E3][0E]is\n[E3]IIsle. I [E3][02]to work\nin [E3][0E]dark Lab every\nday. I [E3][0F]st[E3][08]it![D1][E3]6[E3][1B]better [E3][C9]HQ.\n[C9][0A]Anyway, [E3][07][E3][01]think\n[E3][00]new boss is awful?[D1]He holds a grudge against\nRococo, so he kidnaps\n[E3][00]villagers [E3][08]makes\n[E3][AD]work. [C9][0A][E3][0D]terrible.[D1][E3]6if [E3][01]oppose him\n[E3][01][E3][02]to do\n[C3][02]Toilet cleaning[C3][00].[D1]If [E3][13]bad, you`ll\nbe changed into a\n[C3][02]Mouse[C3][00]![D1]\nGotta be careful.		pending
EN-0994A5	main-dialogue-5	0x0994A5	0x09953F	0x09953F	154	D7 48 65 79 21 20 C9 0A 48 65 79 21 20 C9 0A 48 65 79 21 D1 E3 ED E3 01 68 65 61 72 20 75 73 20 74 61 6C 6B 69 6E 67 3F CD 50 6C 61 6E 20 74 6F 20 E3 4F 61 6E 79 6F 6E 65 3F CD 20 E3 03 E3 1E 73 61 79 69 6E 67 2E CD 20 49 20 E3 67 E3 4F 61 6E 79 6F 6E 65 2E CC D0 50 6C 65 61 73 65 21 20 E3 2A 70 6C 65 61 73 65 21 21 CD 4B 65 65 70 20 69 74 20 74 6F 20 79 6F 75 72 73 65 6C 66 21 CD 57 65 60 6C 6C 20 62 65 20 74 75 72 6E 65 64 20 69 6E 74 6F 20 4D 69 63 65 21	01:1 03:1 0A:2 1E:1 C9:2 CC:1 CD:5 D0:1 D1:1 D7:1 E3:8 ED:1	0	129	98	0.8377	accepted-candidate	[D7]Hey! [C9][0A]Hey! [C9][0A]Hey![D1][E3][ED][E3][01]hear us talking?\nPlan to [E3]Oanyone?\n [E3][03][E3][1E]saying.\n I [E3]g[E3]Oanyone.[CC][D0]Please! [E3]*please!!\nKeep it to yourself!\nWe`ll be turned into Mice!		pending
EN-099611	main-dialogue-5	0x099611	0x099639	0x099639	40	D7 50 6C 65 61 73 65 2C 20 CD E3 26 E3 4A 6F 66 20 E3 A6 66 61 73 74 2E CD E3 B4 62 65 20 73 75 73 70 65 63 74 65 64 21	A6:1 B4:1 CD:2 D7:1 E3:4	0	31	24	0.775	accepted-candidate	[D7]Please, \n[E3]&[E3]Jof [E3][A6]fast.\n[E3][B4]be suspected!		pending
