# C0-terminated main-dialogue review catalog; generated from the verified Japanese ROM.
# id	file offset	length	raw bytes	Japanese	Korean translation	status
C0-06A632	0x06A632	0013	D7 3F 6E 4E CD 4B 71 6E 42 61 20 04 5C 68 4F 45 3C 60 1F	[DFT]おっと\nちょっくら ごめんなさいよ˳		pending
C0-06A7A2	0x06A7A2	0047	D7 20 D4 40 73 63 D5 54 CD C3 02 20 80 7C 63 80 75 80 77 C3 00 67 20 80 36 50 80 31 64 4A 7D DE D7 D0 E0 07 7E 7E 7E 4F 68 0A 65 20 D4 44 64 D5 0F CD C9 1E 0D 5D 20 D4 47 42 61 6E 1B D5 60 62 CD 59 46 0A 60 4F DE	[DFT] [KATAKANA]カール[HIRAGANA]は\n[PAL:02] 光る石版[PAL:00]を 手に入れた![TPL:D7][CLR][E2:077E]··なんだろ [KATAKANA]コレ[HIRAGANA]?\n[PAU:1E]でも [KATAKANA]スクラップ[HIRAGANA]より\nましだよな[TPL:]		pending
C0-06A7EB	0x06A7EB	0036	D0 80 74 00 4F 3C 53 54 20 42 5E 46 3C 43 0E CD 3F 5D 46 65 40 6E 4A 40 61 20 3C 3C 40 CD 18 4B 18 4B 20 80 EF 63 4E 47 63 40 CD C9 1E 06 6F 3B 20 59 4A 4F 6E 7D	[CLR]宝がないのは くやしいけど\nおもしろかったから いいか\nぼちぼち 帰るとするか\n[PAU:1E]じゃあ またなっ!		pending
C0-06A822	0x06A822	004B	D7 E0 07 DC 06 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E CD DC 00 58 4E 68 0E 20 80 1C 80 4B 00 CD 3B 43 61 64 4D 63 7E 7E 7E D1 3B 68 4F 50 20 81 7B 81 7C 46 4A 53 50 7D CD DC 01 4B 3E 6E CD C9 0A 4B 3E 6E CD C9 0A 4B 3E 6E DC 00	[DFT][E2:07DC]じ············\n[NXT]がほとんど 中身が\nあけられてる···[FIN]あんなに 苦労したのに!\n[NXT]ぎちえっ\n[PAU:0A]ちえっ\n[PAU:0A]ちえっ[NXT]が		pending
C0-06A86E	0x06A86E	003A	D7 E0 07 3F 80 01 50 54 81 85 80 52 50 4F 6E 4A 40 61 4F CD 81 16 6E 4D 3C 63 53 67 CD 80 C8 66 43 46 60 3D 08 D1 3F 80 01 20 80 BD 50 CD 81 0B 41 4F 81 04 67 3B 43 65 60 1F	[DFT][E2:073F]前には世話になったからな\n残っているのを\n山わけしようぜ[FIN]お前 先に\n好きな方をあけろよ˳		pending
C0-06A8A9	0x06A8A9	0015	D7 E0 07 54 5E 42 20 3B 43 65 60 CD 4E 65 3C 81 2A 0A 4F 3B 1F	[DFT][E2:0754]やく あけろよ\nとろい奴だなあ˳		pending
C0-06A92D	0x06A92D	003E	D7 80 26 20 D4 5C 4A 42 61 16 80 BF D5 00 CD 46 68 50 70 3D 81 26 67 20 44 44 50 CD 81 38 3C 4C 5C 4A 80 3B 4F 68 0A CD 81 81 81 82 4F 3C 80 46 54 20 80 F9 80 31 62 81 A1 80 6F 0A 60 7D	[DFT]今 [KATAKANA]メタクラブ樣[HIRAGANA]が\nしんにゅう者を ここに\n追いつめた所なんだ\n關係ない人は 立入り禁止だよ!		pending
C0-06A9AB	0x06A9AB	0047	D7 44 44 54 20 D4 54 6E 40 73 80 78 80 79 D5 53 CD C3 02 D4 5C 4A 42 61 16 D5 45 59 C3 00 80 6C 53 20 3F 56 65 0A 60 CD 81 81 81 82 4F 3C 80 46 67 80 31 64 63 4E CD D4 18 42 D5 00 20 3F 44 61 64 4B 6F 3D 68 0A 1F	[DFT]ここは [KATAKANA]ハッカー幹部[HIRAGANA]の\n[PAL:02][KATAKANA]メタクラブ[HIRAGANA]さま[PAL:00]用の おふろだよ\n關係ない人を入れると\n[KATAKANA]ボク[HIRAGANA]が おこられちゃうんだ˳		pending
C0-06A9F3	0x06A9F3	0028	D7 81 41 41 66 43 53 4F 3C 81 02 0A 4F 3B CD 81 10 6E 4D 5D 20 66 40 61 4F 3C 81 02 54 CD 3F 46 3F 41 46 4B 6F 3D 09 7D	[DFT]聞きわけのない子だなあ\n言っても わからない子は\nおしおきしちゃうぞ!		pending
C0-06AA31	0x06AA31	0012	D7 20 4E 15 61 54 20 40 4A 42 4E 05 45 64 4D 3C 63 1F	[DFT] とびらは かたくとざされている˳		pending
C0-06AB30	0x06AB30	0154	D7 0E 3D 46 4A 53 0F 81 46 CD 3B 16 4F 3C 66 60 CD 81 1D 80 F1 20 44 66 3C 3F 82 04 45 68 4A 4B 00 CD 3D 65 3D 65 46 4D 63 68 0A 40 61 52 D1 3E 0F 3B 4A 46 0F 3B 4A 46 54 CD 80 43 80 46 0A 40 61 20 81 44 80 89 4F 53 CD C9 1E 58 61 20 D4 14 40 D5 4F 44 4E 81 10 6E 4D 4F 3C 0D CD 81 30 42 80 EF 62 4F 45 3C 60 D1 4F 3B 50 0F C9 1E 59 0A 80 EA 40 80 6C 4F 53 0F CD C9 1E 7E 7E 7E 54 54 69 68 CD C9 1E 45 4D 54 20 55 4E 62 0D 80 EF 63 53 00 CD 44 66 42 4F 6E 4A 68 0D 46 71 0F D1 4F 68 4F 61 20 3C 6E 46 71 50 CD 80 1E 6E 4D 3B 03 4D 5D 3C 3C 66 60 0F CD 20 66 3B 3C 20 3F 52 00 3C 46 59 D4 73 D5 47 CD 20 55 4E 62 0D 80 EF 63 40 61 20 3C 3C 60 CC D0 59 6E 4A 42 20 46 71 3D 00 4F 3C 66 52 CD 3B 4A 46 54 20 C3 03 D4 5A 68 4E D5 CD C3 02 D4 65 44 44 80 99 D5 53 20 80 56 81 24 81 25 81 26 C3 00 60 CD C9 1E 4E 62 3B 3E 07 20 60 65 46 42 52 7D D1 06 6F 3B 20 3B 4A 46 54 81 33 65 40 61 CD 4C 3C 4D 3C 6E 4D 3B 03 63 40 61 CD 81 46 00 20 80 BD 50 80 63 41 4F 45 3C CD C9 1E 7E 7E 7E 4F 50 60 C9 1E 20 82 05 82 06 3B 63 53 0F	[DFT]どうしたの?君\nあぶないわよ\n最近 こわいお兄さんたちが\nうろうろしてるんだからね[FIN]え?あたし?あたしは\n大人だから 平気なの\n[PAU:1E]ほら [KATAKANA]バカ[HIRAGANA]なこと言ってないで\n早く帰りなさいよ[FIN]なあに?[PAU:1E]まだ何か用なの?\n[PAU:1E]···ははぁん\n[PAU:1E]さては ひとりで帰るのが\nこわくなったんでしょ?[FIN]なんなら いっしょに\n行ってあげてもいいわよ?\n わあい おねがいしま[KATAKANA]ー[HIRAGANA]す\n ひとりで帰るから いいよ[TER][CLR]まったく しょうがないわね\nあたしは [PAL:03][KATAKANA]ミント[HIRAGANA]\n[PAL:02][KATAKANA]ロココ町[HIRAGANA]の 事件記者[PAL:00]よ\n[PAU:1E]とりあえず よろしくね![FIN]じゃあ あたしは後ろから\nついていってあげるから\n君が 先に步きなさい\n[PAU:1E]···なによ[PAU:1E] 文句あるの?		pending
C0-06AC85	0x06AC85	0034	D0 5B 6E 7D 40 66 3C 42 4F 3C 53 6E 7D CD 80 46 53 81 0B 80 48 67 81 48 50 47 63 4E CD 65 42 4F 80 43 80 46 50 4F 61 4F 3C 66 60 6E CD C9 3C 1B 68 0A 6E 7D	[CLR]むっ!かわいくないのっ!\n人の好意を無にすると\nろくな大人にならないわよっ\n[PAU:3C]ぷんだっ!		pending
C0-06AD9E	0x06AD9E	0037	D7 E0 04 45 6E 41 40 61 CD 3F 4F 06 82 07 80 73 53 80 3B 14 40 62 CD 80 63 3C 4D 4F 3C 0F D1 81 46 6E 4D 7E 7E 7E 55 71 6E 4E 46 4D CD C9 1E 81 04 82 08 3F 68 4B 0F	[DFT][E2:0445]っきから\nおなじ景色の所ばかり\n步いてない?[FIN]君って···ひょっとして\n[PAU:1E]方向おんち?		pending
C0-06ADD6	0x06ADD6	0050	D7 E0 04 52 3E 7E 7E 7E CD 5B 44 3D 50 20 80 EA 40 80 54 3E 4F 3C 0F CD 3B 64 7E 7E 7E 80 55 40 46 61 0F D1 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E CD C9 3C 80 42 3C 66 52 20 81 46 6E 7D CD 44 44 40 61 80 BD 54 CD 55 4E 62 0D 20 80 EF 6E 4D 52 6E 7D	[DFT][E2:0452]え···\nむこうに 何か見えない?\nあれ···家かしら?[FIN]··········\n[PAU:3C]悪いわね 君っ!\nここから先は\nひとりで 帰ってねっ!		pending
C0-06AF3B	0x06AF3B	001D	D7 E0 04 66 3B 68 7D 4B 71 6E 4E 6D CD 44 53 D4 52 07 5A D5 20 0E 3D 50 40 46 4D 60 7D	[DFT][E2:0466]あん!ちょっとぉ\nこの[KATAKANA]ネズミ[HIRAGANA] どうにかしてよ!		pending
C0-06AF59	0x06AF59	001F	D7 E0 04 7E 7E 7E 3E 0F CD 3B 4A 46 53 40 14 68 50 CD 52 07 5A 00 20 3C 63 0D 47 6E 4D 7D 0F	[DFT][E2:047E]··え?\nあたしのかばんに\nねずみが いるですって!?		pending
C0-06AF79	0x06AF79	0084	D7 E0 04 7E 7E 7E 40 14 68 53 80 1C 50 CD 52 07 5A 00 3C 4A 4F 68 4D 7E 7E 7E DE D7 7E 7E 7E 49 64 60 62 CD 81 46 20 80 50 4F 80 46 82 09 67 80 54 4F 40 6E 4A 0F CD 80 46 82 09 53 81 33 67 20 3B 5E 46 3C 81 3E 00 CD 81 38 3C 40 43 4D 80 1E 6E 4A 53 60 D1 52 07 5A 50 20 82 0A 80 6F 5C 45 64 4D 3C 4A 81 2B 50 CD 0E 44 40 50 80 1E 6E 4B 6F 6E 4A 40 46 61 0F CD 44 3D 46 4B 6F 3C 61 64 4F 3C 66 7D	[DFT][E2:047E]··かばんの中に\nねずみがいたなんて···[TPL:D7]···それより\n君 変な人形を見なかった?\n人形の後を あやしい男が\n追いかけて行ったのよ[FIN]ねずみに 足止めされていた間に\nどこかに行っちゃったかしら?\nこうしちゃいられないわ!		pending
C0-06B05C	0x06B05C	006D	D7 DC 01 3B 7E 3B 4F 4A 20 D4 52 07 5A D5 53 44 4E 14 00 CD 66 40 63 68 0D D4 4B 70 3D D5 40 0F CD C9 1E 0A 6E 4A 61 20 44 53 81 54 53 80 46 50 CD 80 52 46 4D 58 46 3C D4 4B 70 3D D5 D1 3D 4B 53 81 02 00 20 44 53 80 46 53 40 14 68 50 CD 80 31 62 44 68 0D 20 80 45 61 64 4F 42 4F 6E 4D CD 81 37 6E 4D 63 68 0D D4 4B 70 3D D5 7D	[DFT][NXT]ぎあ·あなた [KATAKANA]ネズミ[HIRAGANA]のことばが\nわかるんで[KATAKANA]チュウ[HIRAGANA]か?\n[PAU:1E]だったら この女の人に\n話してほしい[KATAKANA]チュウ[HIRAGANA][FIN]うちの子が この人のかばんに\n入りこんで 出られなくなって\n困ってるんで[KATAKANA]チュウ[HIRAGANA]!		pending
C0-06B14E	0x06B14E	000A	D7 D4 4B 70 3D 4B 70 3D 6E D5	[DFT][KATAKANA]チュウチュウッ[HIRAGANA]		pending
C0-06B159	0x06B159	0047	D7 45 6E 41 54 20 0E 3D 5D 3B 62 00 D4 4B 70 3D D5 CD 3F 81 28 50 20 3C 3C 44 4E 67 CD 80 DB 3E 4D 3B 03 59 D4 4B 70 3D D5 D1 49 44 53 20 81 E6 00 66 53 40 17 67 CD 80 C9 17 4D 5A 63 4E 3C 3C 0D D4 4B 70 3D D5 1F	[DFT]さっきは どうもありが[KATAKANA]チュウ[HIRAGANA]\nお礼に いいことを\n教えてあげま[KATAKANA]チュウ[HIRAGANA][FIN]そこの 左がわのかべを\n調べてみるといいで[KATAKANA]チュウ[HIRAGANA]˳		pending
C0-06B1A1	0x06B1A1	0098	D7 44 44 53 80 46 82 09 4A 4B 54 CD C3 02 D4 52 07 5A D5 00 81 7B 80 36 C3 00 4F 68 0D D4 4B 70 3D D5 CD 0D 5D 20 44 44 53 80 46 82 09 54 5A 68 4F 80 46 81 2B 00 CD 80 4D 67 20 80 50 3E 61 64 4A 5D 53 0D D4 4B 70 3D D5 D1 44 53 20 C3 02 80 87 80 04 80 BC 53 80 65 80 A5 C3 00 50 54 CD 80 46 82 09 4A 4B 53 20 81 9F 80 7E 00 3C 4D 49 3C 4C 00 CD 80 46 81 2B 67 20 80 46 82 09 50 80 50 3E 63 68 0A 6E 4D CD D4 59 59 D5 00 20 81 10 6E 4D 4A D4 4B 70 3D D5 1F	[DFT]ここの人形たちは\n[PAL:02][KATAKANA]ネズミ[HIRAGANA]が苦手[PAL:00]なんで[KATAKANA]チュウ[HIRAGANA]\nでも ここの人形はみんな人間が\n姿を 変えられたもので[KATAKANA]チュウ[HIRAGANA][FIN]この [PAL:02]時計塔の地下[PAL:00]には\n人形たちの 親玉がいてそいつが\n人間を 人形に変えるんだって\n[KATAKANA]ママ[HIRAGANA]が 言ってた[KATAKANA]チュウ[HIRAGANA]˳		pending
C0-06B277	0x06B277	0019	D7 20 C2 00 54 CD C3 02 20 40 42 46 80 3C 80 A7 C3 00 67 20 5A 4C 43 4A 7D	[DFT] [NAM:00]は\n[PAL:02] かくし通路[PAL:00]を みつけた!		pending
C0-06B400	0x06B400	0030	D7 C3 03 3B 61 20 59 0A 44 62 4D 4F 3C 53 0F CD 49 68 4F 50 20 81 80 81 2B 50 4F 62 4A 3C 4F 61 CD 3F 53 09 5A 0E 3F 62 50 46 4D 3B 03 63 66 1F	[DFT][PAL:03]あら まだこりてないの?\nそんなに 仲間になりたいなら\nおのぞみどおりにしてあげるわ˳		pending
C0-06B431	0x06B431	003F	D7 C3 03 3E 0F C9 1E 3E 0F C9 1E 3E 0F C9 1E D4 52 07 5A D5 7D 0F CD 3C 5E D4 73 D5 68 20 D4 52 07 5A D5 54 81 7B 80 36 60 6D 6E 7D CD C9 1E D4 59 73 5B 61 4F D5 45 59 69 6E 7D 7D 7D C3 00	[DFT][PAL:03]え?[PAU:1E]え?[PAU:1E]え?[PAU:1E][KATAKANA]ネズミ[HIRAGANA]!?\nいや[KATAKANA]ー[HIRAGANA]ん [KATAKANA]ネズミ[HIRAGANA]は苦手よぉっ!\n[PAU:1E][KATAKANA]マームラナ[HIRAGANA]さまぁっ!!![PAL:00]		pending
C0-06B4A1	0x06B4A1	0063	D7 C3 03 42 47 42 47 CD C9 1E 60 3D 44 49 20 18 3D 5E CD D4 3B 4F 4A D5 5D 20 D4 59 73 5B 61 4F D5 45 59 50 CD 80 46 82 09 50 45 64 50 41 4A 53 0F D1 0D 5D 52 20 D4 59 73 5B 61 4F D5 45 59 54 CD 80 26 20 4E D4 73 D5 6E 4D 5D 3F 3C 49 00 46 3C 53 CD 3F 4E 4F 46 42 3F 80 EF 62 20 C9 28 18 3D 5E 1F	[DFT][PAL:03]くすくす\n[PAU:1E]ようこそ ぼうや\n[KATAKANA]アナタ[HIRAGANA]も [KATAKANA]マームラナ[HIRAGANA]さまに\n人形にされにきたの?[FIN]でもね [KATAKANA]マームラナ[HIRAGANA]さまは\n今 と[KATAKANA]ー[HIRAGANA]ってもおいそがしいの\nおとなしくお帰り [PAU:28]ぼうや˳		pending
C0-06B505	0x06B505	0048	D7 C3 03 59 4A 41 4A 53 0F 81 41 41 66 43 53 4F 3C 81 02 52 CD C9 1E 0D 5D 20 3B 41 61 5C 4A 81 04 00 3C 3C 66 60 CD D4 3B 4F 4A D5 4F 68 40 20 D4 59 73 5B 61 4F D5 45 59 50 54 CD 40 4F 66 4F 3C 68 0A 40 61 1F C3 00	[DFT][PAL:03]またきたの?聞きわけのない子ね\n[PAU:1E]でも あきらめた方がいいわよ\n[KATAKANA]アナタ[HIRAGANA]なんか [KATAKANA]マームラナ[HIRAGANA]さまには\nかなわないんだから˳[PAL:00]		pending
C0-06B5A6	0x06B5A6	000A	D7 CD D4 4B 70 3D 4B 70 3D D5	[DFT]\n[KATAKANA]チュウチュウ[HIRAGANA]		pending
C0-06B5B1	0x06B5B1	0074	D7 81 2B 50 3B 6E 4D 60 40 6E 4A D4 4B 70 3D D5 CD 3D 4B 53 81 02 67 80 9A 43 4D 42 64 4A CD 3F 81 28 0D D4 4B 70 3D D5 D1 44 53 80 BD 40 61 20 80 87 80 04 80 BC 53 80 65 80 A5 50 CD 3F 62 63 44 4E 00 0D 41 63 D4 4B 70 3D D5 CD 80 46 82 09 53 80 4D 67 46 4A 20 82 0B 80 6D 3C 63 D4 4B 70 3D D5 CD 80 89 67 4C 43 4A 81 04 00 3C 3C D4 4B 70 3D D5 1F	[DFT]間にあってよかった[KATAKANA]チュウ[HIRAGANA]\nうちの子を助けてくれた\nお礼で[KATAKANA]チュウ[HIRAGANA][FIN]この先から 時計塔の地下に\nおりることができる[KATAKANA]チュウ[HIRAGANA]\n人形の姿をした 化物いる[KATAKANA]チュウ[HIRAGANA]\n気をつけた方がいい[KATAKANA]チュウ[HIRAGANA]˳		pending
C0-06B72E	0x06B72E	0019	D7 3E D4 73 D5 68 CD 40 7E C9 1E 40 61 0A 00 20 80 67 40 4F 3C 60 6D 6E 7D	[DFT]え[KATAKANA]ー[HIRAGANA]ん\nか·[PAU:1E]からだが 動かないよぉっ!		pending
C0-06B935	0x06B935	0084	DA 02 CF D9 B8 86 6B 02 1D 19 BA 80 90 D7 C3 03 41 6E 4E 20 42 63 4E 80 7A 6E 4D 4A 66 CD C9 1E 3B 4F 4A 5D 20 44 53 80 75 67 CD 45 00 46 4D 3C 63 68 0D 46 71 0F D1 0D 5D 52 20 C9 1E D4 3B 4A 46 D5 53 44 4E 67 CD 80 46 82 09 0A 40 61 6E 4D 20 D4 14 40 D5 50 46 4B 6F D4 0A 5C D5 60 CD D4 3B 4A 46 D5 54 20 44 53 80 75 53 3F 40 03 0D CD 44 D4 73 D5 68 4F 5D 53 50 20 80 50 80 4B 0D 41 63 53 60 1F	[DLY:02][STR:D9B886]ぅぐぽぱ[BYTE:BA]Ⅰ[DFT][PAL:03]きっと くると思ってたわ\n[PAU:1E]あなたも この石を\nさがしているんでしょ?[FIN]でもね [PAU:1E][KATAKANA]アタシ[HIRAGANA]のことを\n人形だからって [KATAKANA]バカ[HIRAGANA]にしちゃ[KATAKANA]ダメ[HIRAGANA]よ\n[KATAKANA]アタシ[HIRAGANA]は この石のおかげで\nこ[KATAKANA]ー[HIRAGANA]んなものに 変身できるのよ˳		pending
C0-06B9BA	0x06B9BA	0043	D7 C3 03 48 6E 40 42 50 03 4A 53 50 20 3F D4 14 40 D5 45 68 52 CD C9 1E 0D 5D 20 3B 4F 4A 53 80 75 5D 5D 61 3E 64 14 CD 41 6E 4E 20 5D 6E 4E 20 47 04 3C 80 32 67 CD 80 08 3E 63 60 3D 50 4F 63 66 52 1F	[DFT][PAL:03]せっかくにげたのに お[KATAKANA]バカ[HIRAGANA]さんね\n[PAU:1E]でも あなたの石ももらえれば\nきっと もっと すごい力を\n使えるようになるわね˳		pending
C0-06B9FE	0x06B9FE	0043	D7 20 C2 00 54 CD C3 02 20 80 75 75 C3 00 67 20 80 36 50 80 31 64 4A 7D DC 00 CC D7 20 C2 00 54 CD C3 02 20 80 75 75 C3 00 67 20 5A 4C 43 4A 7D CD 20 0A 00 20 80 2D 4B 80 6D 00 3C 6E 19 3C 0A 6E 4A 1F	[DFT] [NAM:00]は\n[PAL:02] 石2[PAL:00]を 手に入れた![NXT]が[TER][DFT] [NAM:00]は\n[PAL:02] 石2[PAL:00]を みつけた!\n だが 持ち物がいっぱいだった˳		pending
C0-06BA42	0x06BA42	0031	D7 C3 03 3C 5E D4 73 D5 68 6E CD C9 3C 48 6E 40 42 20 4A 3C 42 4C 4F 80 46 82 09 40 61 CD 80 50 80 4B 0D 41 4A 53 50 6A 7E 7E 7E 7E 7E 7E 7E C3 00	[DFT][PAL:03]いや[KATAKANA]ー[HIRAGANA]んっ\n[PAU:3C]せっかく たいくつな人形から\n変身できたのにぃ·······[PAL:00]		pending
C0-06BA74	0x06BA74	0031	D8 E0 08 3B 6E 4A 20 3B 6E 4A CD C9 1E 41 6E 4E 20 44 64 0A 4F CD E0 00 00 20 40 42 45 64 4D 3C 63 CD 80 46 82 09 6E 4D 81 10 3D 53 54 7E 7E 7E 1F	[DF4][E2:083B]った あった\n[PAU:1E]きっと これだな\n[E2:0000] かくされている\n人形って言うのは···˳		pending
C0-06BAA6	0x06BAA6	0097	D8 C3 03 3D 56 56 56 CD 40 66 3C 3C 20 3F D4 14 40 D5 45 68 52 CD 49 68 4F 50 20 40 68 4A 68 50 54 3C 40 4F 3C 66 60 D1 D4 3B 4A 46 D5 53 81 22 50 40 42 45 64 4A 20 80 75 54 52 CD 80 46 82 09 53 D4 3B 4A 46 D5 50 CD 80 60 80 7A 80 7B 4F 20 80 32 67 42 64 4A 53 60 CD D4 3B 4F 4A D5 50 4F 68 40 20 3B 03 61 64 4F 3C 66 D1 46 14 61 42 20 49 3D 46 4D 4F 45 3C CD 81 33 0D 20 D4 3B 4A 46 D5 4A 4B 53 CD 81 80 81 2B 50 20 82 0D 3E 4D 3B 03 63 66 52 1F C3 00	[DF4][PAL:03]うふふふ\nかわいい お[KATAKANA]バカ[HIRAGANA]さんね\nそんなに かんたんにはいかないわよ[FIN][KATAKANA]アタシ[HIRAGANA]の体にかくされた 石はね\n人形の[KATAKANA]アタシ[HIRAGANA]に\n不思誄な 力をくれたのよ\n[KATAKANA]アナタ[HIRAGANA]になんか あげられないわ[FIN]しばらく そうしてなさい\n後で [KATAKANA]アタシ[HIRAGANA]たちの\n仲間に 加えてあげるわね˳[PAL:00]		pending
C0-06BC21	0x06BC21	00B9	D0 3C 00 02 0A 06 00 02 D0 3C 00 02 47 00 13 02 33 50 FF 02 0A 7F 81 02 B2 6B D9 0E 3D 0D 3B 6E 4A 20 D4 3C 04 73 63 D5 CD C9 1E 59 44 4E 50 20 4A 53 5D 46 3C 81 3A 81 0A 0D 54 4F 3C 40 D1 C3 02 0A 68 4F 45 59 20 C9 1E 3F 0E 65 41 59 46 4A 4F CD C9 1E 3B 53 80 46 82 09 50 54 20 58 4E 58 4E CD 80 36 67 5E 3C 4D 3F 62 59 46 4A 53 50 7E 7E 7E D1 C3 00 44 64 0D 44 53 80 BB 5D 20 81 21 46 3C 80 87 67 CD 41 05 5B 44 4E 00 20 0D 41 63 0A 65 3D CD C9 1E D4 61 47 42 81 46 D5 4E 53 20 5E 42 49 42 5D 80 E9 64 CD 60 3D 5E 42 20 81 11 61 40 50 52 5B 64 63 4F 1F	[CLR]いがぐだじがぐ[CLR]いがぐすが)ぐSに[CMD:FF]ぐだ:子[BYTE:B2]ぅ[DF5]どうであった [KATAKANA]イゴール[HIRAGANA]\n[PAU:1E]まことに たのもしい少年ではないか[FIN][PAL:02]だんなさま [PAU:1E]おどろきましたな\n[PAU:1E]あの人形には ほとほと\n手をやいておりましたのに···[FIN][PAL:00]これでこの館も 正しい時を\nきざむことが できるだろう\n[PAU:1E][KATAKANA]ラスク君[HIRAGANA]との やくそくも守れ\nようやく 安らかにねむれるな˳		pending
C0-06BD1C	0x06BD1C	006F	D7 E0 04 81 41 3C 4A 66 6E 7D 81 41 3C 4A 66 6E 7D CD 81 1A D4 0A 52 D5 60 6E 7D D1 D4 54 6E 40 73 D5 53 20 80 8F 81 1F 54 CD E0 00 4E 40 3C 3D 80 00 53 CD 80 75 6E 4D 3C 3D 66 43 52 7D 0F CD 3C 3C 66 3C 3C 66 20 81 25 80 56 50 4F 63 66 6E 7D D1 45 6E 49 42 80 99 50 80 EF 6E 4D CD 81 25 80 56 53 80 6C 80 48 67 46 4F 42 4B 6F 7D 7D	[DFT][E2:0481]きいたわっ!聞いたわっ!\n特[KATAKANA]ダネ[HIRAGANA]よっ![FIN][KATAKANA]ハッカー[HIRAGANA]の 目的は\n[E2:004E]かいう名の\n石っていうわけね!?\nいいわいいわ 記事になるわっ![FIN]さっそく町に帰って\n記事の用意をしなくちゃ!!		pending
C0-06BDCC	0x06BDCC	0096	D8 E0 0F C2 00 42 68 7D 45 00 46 4A 60 CD 3C 5E 20 3F 40 03 0D 44 46 5D 07 3C 16 68 CD 60 42 4F 6E 4D 52 D1 3E 0F D4 4D 6A 3B 4E 65 68 D5 67 80 54 4C 43 4A 0F CD C9 1E 7E 7E 7E 5E 64 5E 64 20 59 6E 4A 42 80 45 80 1B 00 CD 4F 40 6E 4A 4E 3C 3D 66 43 40 CD 81 0A 60 62 54 0D 46 6F 14 63 5D 53 0D 54 4F 3C 4F D1 80 ED 80 EE 20 D4 65 44 44 80 99 D5 50 5D 0E 61 68 40 52 0F CD 81 46 50 54 20 80 52 46 4D 3F 40 52 14 CD 4F 61 4F 3C 44 4E 5D 3B 63 46 4F 1F	[DF4][E2:0FC2]がくん!さがしたよ\nいや おかげでこしもずいぶん\nよくなってね[FIN]え?[KATAKANA]ティアトロン[HIRAGANA]を見つけた?\n[PAU:1E]···やれやれ まったく出番が\nなかったというわけか\n年よりはでしゃばるものではないな[FIN]一度 [KATAKANA]ロココ町[HIRAGANA]にもどらんかね?\n君には 話しておかねば\nならないこともあるしな˳		pending
C0-06C086	0x06C086	0016	D0 10 00 02 42 10 02 33 F0 FF 02 01 00 00 68 00 00 02 0B 65 80 B3	[CLR]┌がぐく┌ぐS[CMD:F0][CMD:FF]ぐぎががんががぐぢろ司		pending
C0-06C17D	0x06C17D	001C	D7 82 11 42 4D 20 60 42 80 54 3E 4F 3C 43 0E CD 4F 68 40 20 3B 5E 46 3C 7E 7E 7E 1F	[DFT]暗くて よく見えないけど\nなんか あやしい···˳		pending
C0-06C19A	0x06C19A	0038	D7 20 C2 00 54 C3 02 D4 40 17 D5 C3 00 67 20 80 C9 17 4A CD C9 14 20 60 42 80 54 63 4E 20 D4 40 17 D5 53 5B 44 3D 54 CD 20 40 42 46 80 3C 80 A7 50 20 4F 6E 4D 3C 4A 7D	[DFT] [NAM:00]は[PAL:02][KATAKANA]カベ[HIRAGANA][PAL:00]を 調べた\n[PAU:14] よく見ると [KATAKANA]カベ[HIRAGANA]のむこうは\n かくし通路に なっていた!		pending
C0-06C3BE	0x06C3BE	003C	D7 E0 04 3B 4A 46 54 20 44 53 80 46 67 80 54 4D 63 40 61 CD C3 02 44 53 80 46 53 20 81 31 67 45 00 46 4D 41 4D 7D CD C3 00 81 31 00 20 82 0E 67 80 2D 6E 4D 3C 63 68 0D 47 6E 4D 1F	[DFT][E2:043B]たしは この人を見てるから\n[PAL:02]この人の 犬をさがしてきて!\n[PAL:00]犬が 藥を持っているんですって˳		pending
C0-06C3FB	0x06C3FB	002B	D7 E0 04 3E 61 3C 06 6F 4F 3C 53 20 81 46 7D CD 60 40 6E 4A 66 20 44 64 0D 44 53 80 46 5D CD 80 67 43 63 60 3D 50 4F 63 66 52 7D	[DFT][E2:043E]らいじゃないの 君!\nよかったわ これでこの人も\n動けるようになるわね!		pending
C0-06C427	0x06C427	006D	D8 E0 04 81 46 7D 7D 59 0A 3C 4A 53 7D 0F CD C9 28 7E 7E 7E 4E 20 81 10 3C 4A 3C 80 3B 0A 43 0E CD 4B 71 3D 0E 3C 3C 80 3B 50 20 80 10 4A 66 D1 44 53 80 46 20 D4 43 00 D5 67 46 4D 63 53 60 CD C3 02 44 53 80 46 53 20 81 31 67 CD 45 00 46 4D 41 4D 42 64 4F 3C 0F CD C3 00 81 31 00 20 82 0E 67 80 2D 6E 4D 3C 63 68 0D 47 6E 4D 1F	[DF4][E2:0481]し!!まだいたの!?\n[PAU:28]···と 言いたい所だけど\nちょうどいい所に 来たわ[FIN]この人 [KATAKANA]ケガ[HIRAGANA]をしてるのよ\n[PAL:02]この人の 犬を\nさがしてきてくれない?\n[PAL:00]犬が 藥を持っているんですって˳		pending
