# Generated for the current Korean preview from menus, game-screen prompts, and dialogue drafts.
# Uses script-unused slots in the verified 0x80xx/0x81xx/0x82xx 16x16 source font pages.
# character	codepoint	code bytes	file offset	2bpp tile bytes
누	U+B204	81 3B	0x54EC0	FF FF FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
눈	U+B208	81 3D	0x54F40	FF FF FF FF FF FB FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
눌	U+B20C	81 40	0x55000	FF FF FF FF FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF 07 FF 7F FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
뉴	U+B274	80 52	0x51480	FF FF FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 07 FF DF FF DF FF DF FF DF FF FF FF FF FF FF
느	U+B290	81 42	0x55080	FF FF FF FF FF FF FF FB FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
는	U+B294	81 43	0x550C0	FF FF FF FF FF FB FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
늘	U+B298	81 45	0x55140	FF FF FF FF FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
능	U+B2A5	81 4A	0x55280	FF FF FF FF FF FB FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF 07 FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
늦	U+B2A6	81 4C	0x55300	FF FF FF FF FF FB FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF 07 FF FF FF F0 FF FE FF FC FF F3 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 1F FF CF FF FF FF FF FF FF
니	U+B2C8	81 4E	0x55380	FF FF FF FF FF F7 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
닐	U+B2D0	81 4F	0x553C0	FF FF FF FF FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
님	U+B2D8	81 52	0x55480	FF FF FF FF FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF 2F FF EF FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
다	U+B2E4	81 54	0x55500	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF 6F FF EF FF EF FF EF FF E3 FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
닥	U+B2E5	80 53	0x514C0	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
단	U+B2E8	81 57	0x555C0	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF EF FF EF FF E7 FF EF FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
닫	U+B2EB	80 54	0x51500	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 7F FF FF FF E7 FF FF FF 7F FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF FF FF FF
달	U+B2EC	81 58	0x55600	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
닭	U+B2ED	80 55	0x51540	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF FF FF F8 FF FE FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF 6F FF FF FF FF FF FF
닮	U+B2EE	81 59	0x55640	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF FF FF F0 FF FE FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 0F FF 6F FF 6F FF 6F FF 0F FF FF FF FF FF FF
답	U+B2F5	81 5A	0x55680	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 6F FF EF FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
당	U+B2F9	80 56	0x51580	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF EF FF E7 FF 6F FF EF FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
대	U+B300	81 5B	0x556C0	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF C7 FF D7 FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
댁	U+B301	81 5C	0x55700	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF AF FF AF FF AF FF 8F FF AF FF AF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
더	U+B354	81 5E	0x55780	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF 6F FF EF FF EF FF 0F FF EF FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
덕	U+B355	81 5F	0x557C0	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF EF FF 0F FF EF FF 2F FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
데	U+B370	81 60	0x55800	FF FF FF FF FF F0 FF F7 FF F7 FF F6 FF F7 FF F7 FF FF FF FF FF AF FF AF FF AF FF 2F FF AF FF AF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF AF FF AF FF AF FF AF FF AF FF FF FF FF FF FF
도	U+B3C4	81 62	0x55880	FF FF FF FF FF FF FF F8 FF FB FF FB FF FB FF FB FF FF FF FF FF FF FF 1F FF FF FF FF FF FF FF FF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 1F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
돌	U+B3CC	81 63	0x558C0	FF FF FF FF FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF 1F FF FF FF 0F FF 7F FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
동	U+B3D9	81 65	0x55940	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF 7F FF 07 FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
돼	U+B3FC	81 66	0x55980	FF FF FF FF FF E0 FF EF FF EF FF EF FF E0 FF FB FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF C7 FF FB FF FB FF C0 FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF 57 FF D7 FF D7 FF FF FF FF FF FF
됐	U+B410	80 59	0x51640	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FD FF E0 FF FF FF FF FF AF FF AF FF AF FF 8F FF AF FF 2F FF FF FF FD FF FC FF F8 FF F3 FF FF FF FF FF FF FF FF FF DF FF DF FF 0F FF 27 FF FF FF FF FF FF
되	U+B418	81 68	0x55A00	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F0 FF FD FF FF FF FF FF 6F FF EF FF EF FF EF FF 6F FF EF FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
된	U+B41C	81 69	0x55A40	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FD FF FD FF FF FF FF FF 6F FF EF FF EF FF 6F FF EF FF EF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 2F FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
될	U+B420	80 0E	0x50380	FF FF FF FF FF F0 FF F7 FF F0 FF FD FF E0 FF FF FF FF FF FF FF 6F FF EF FF 6F FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
두	U+B450	81 6D	0x55B40	FF FF FF FF FF F8 FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF 1F FF FF FF FF FF FF FF 0F FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
둘	U+B458	80 10	0x50400	FF FF FF FF FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF 1F FF FF FF 0F FF FF FF 07 FF 7F FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
둠	U+B460	81 70	0x55C00	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
둥	U+B465	80 14	0x50500	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF 07 FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF 7F FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
뒤	U+B4A4	81 71	0x55C40	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF FF FF 6F FF EF FF EF FF 6F FF EF FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
드	U+B4DC	81 73	0x55CC0	FF FF FF FF FF FF FF F8 FF FB FF FB FF FB FF FB FF FF FF FF FF FF FF 1F FF FF FF FF FF FF FF FF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 1F FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
득	U+B4DD	81 74	0x55D00	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
든	U+B4E0	81 77	0x55DC0	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 0F FF FF FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
듣	U+B4E3	81 79	0x55E40	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 1F FF FF FF FF FF 0F FF FF FF FF FF FF
들	U+B4E4	81 7A	0x55E80	FF FF FF FF FF F8 FF FB FF F8 FF FF FF E0 FF FF FF FF FF FF FF 1F FF FF FF 0F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
듯	U+B4EF	80 5B	0x516C0	FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF 07 FF FF FF FF FF FE FF FD FF F3 FF FF FF FF FF FF FF FF FF 7F FF 3F FF 1F FF CF FF FF FF FF FF FF
등	U+B4F1	81 7B	0x55EC0	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF E0 FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF 07 FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
디	U+B514	80 5D	0x51740	FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF 6F FF EF FF EF FF EF FF EF FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
따	U+B530	80 15	0x50540	FF FF FF FF FF E2 FF EE FF EE FF EE FF EE FF EE FF FF FF FF FF 2F FF EF FF EF FF EF FF E3 FF EF FF EE FF E2 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
딱	U+B531	80 5F	0x517C0	FF FF FF FF FF E2 FF EE FF EE FF EE FF E2 FF FF FF FF FF FF FF 5F FF DF FF C7 FF DF FF 1F FF DF FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
땀	U+B540	80 62	0x51880	FF FF FF FF FF E2 FF EE FF EE FF EE FF E2 FF FF FF FF FF FF FF 6F FF EF FF E7 FF EF FF 2F FF EF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
땅	U+B545	81 7C	0x55F00	FF FF FF FF FF E2 FF EE FF EE FF EE FF E2 FF FF FF FF FF FF FF 6F FF EF FF EF FF E7 FF 2F FF EF FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF EF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
때	U+B54C	80 16	0x50580	FF FF FF FF FF E0 FF ED FF ED FF ED FF ED FF ED FF FF FF FF FF 57 FF D7 FF D7 FF D7 FF C7 FF D7 FF ED FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF 57 FF D7 FF D7 FF D7 FF FF FF FF FF FF
땐	U+B550	81 7F	0x55FC0	FF FF FF FF FF E0 FF ED FF ED FF ED FF ED FF E0 FF FF FF FF FF 57 FF D7 FF D7 FF C7 FF D7 FF 57 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF D7 FF D7 FF FF FF FF FF 07 FF FF FF FF FF FF
떠	U+B5A0	80 63	0x518C0	FF FF FF FF FF E2 FF EE FF EE FF EE FF EE FF EE FF FF FF FF FF 2F FF EF FF EF FF 8F FF EF FF EF FF EE FF E2 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
떡	U+B5A1	81 81	0x56040	FF FF FF FF FF E2 FF EE FF EE FF EE FF E2 FF FF FF FF FF FF FF 2F FF EF FF 8F FF EF FF 2F FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
또	U+B610	80 65	0x51940	FF FF FF FF FF FF FF F0 FF F7 FF F7 FF F7 FF F7 FF FF FF FF FF FF FF 0F FF 7F FF 7F FF 7F FF 7F FF F0 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
똥	U+B625	80 67	0x519C0	FF FF FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF E0 FF FF FF FF FF 0F FF 7F FF 7F FF 0F FF 7F FF 07 FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
라	U+B77C	81 83	0x560C0	FF FF FF FF FF F0 FF FF FF FF FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF E3 FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
란	U+B780	81 84	0x56100	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF E7 FF EF FF 2F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
람	U+B78C	81 88	0x56200	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF E7 FF EF FF 2F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
래	U+B798	81 89	0x56240	FF FF FF FF FF E0 FF FE FF FE FF E0 FF EF FF EF FF FF FF FF FF B7 FF B7 FF B7 FF B7 FF 87 FF B7 FF EF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF B7 FF 37 FF B7 FF B7 FF B7 FF FF FF FF FF FF
랜	U+B79C	80 69	0x51A40	FF FF FF FF FF F0 FF FE FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF D7 FF D7 FF D7 FF C7 FF D7 FF 57 FF FF FF FD FF FD FF FD FF FC FF FF FF FF FF FF FF D7 FF D7 FF FF FF FF FF 07 FF FF FF FF FF FF
램	U+B7A8	81 8A	0x56280	FF FF FF FF FF F0 FF FE FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF D7 FF D7 FF D7 FF C7 FF D7 FF 57 FF FF FF FC FF FD FF FD FF FC FF FF FF FF FF FF FF FF FF 07 FF F7 FF F7 FF 07 FF FF FF FF FF FF
러	U+B7EC	81 8C	0x56300	FF FF FF FF FF F0 FF FF FF FF FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 8F FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
런	U+B7F0	80 18	0x50600	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF EF FF EF FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
럼	U+B7FC	81 8D	0x56340	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF EF FF EF FF 2F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
렀	U+B800	80 6A	0x51A80	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 0F FF EF FF EF FF 2F FF FF FF FD FF FD FF FA FF F7 FF FF FF FF FF FF FF EF FF DF FF DF FF AF FF 77 FF FF FF FF FF FF
렇	U+B807	80 1A	0x50680	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 7F FF 7F FF 1F FF FF FF 3F FF 7F FF F8 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF FF FF 1F FF FF FF 0F FF CF FF 0F FF FF FF FF FF FF
레	U+B808	81 8E	0x56380	FF FF FF FF FF E1 FF FD FF FD FF E1 FF EF FF EF FF FF FF FF FF D7 FF D7 FF D7 FF 17 FF D7 FF D7 FF EF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
려	U+B824	81 90	0x56400	FF FF FF FF FF F0 FF FF FF FF FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 0F FF 6F FF EF FF 8F FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
력	U+B825	81 91	0x56440	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 0F FF 6F FF 8F FF EF FF 2F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
렬	U+B82C	81 93	0x564C0	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F0 FF FF FF FF FF FF FF 6F FF 0F FF 6F FF 8F FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
렴	U+B834	81 94	0x56500	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 0F FF 6F FF 8F FF EF FF 2F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
렵	U+B835	80 6B	0x51AC0	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 0F FF 6F FF 8F FF EF FF 2F FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
렸	U+B838	81 95	0x56540	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 0F FF 6F FF 8F FF EF FF 2F FF FF FF FD FF FD FF FA FF F7 FF FF FF FF FF FF FF FF FF DF FF DF FF AF FF 77 FF FF FF FF FF FF
령	U+B839	80 6C	0x51B00	FF FF FF FF FF F0 FF FE FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF EF FF 8F FF EF FF 8F FF EF FF 6F FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
례	U+B840	81 97	0x565C0	FF FF FF FF FF E1 FF FD FF FD FF E1 FF EF FF EF FF FF FF FF FF D7 FF D7 FF 17 FF D7 FF D7 FF 17 FF EF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
로	U+B85C	81 9B	0x566C0	FF FF FF FF FF FF FF F8 FF FF FF F8 FF FB FF FB FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF FF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
록	U+B85D	81 9D	0x56740	FF FF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF 7F FF E0 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF 07 FF FF FF 0F FF EF FF EF FF FF FF FF FF FF
론	U+B860	81 9F	0x567C0	FF FF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 1F FF DF FF 1F FF FF FF 1F FF 7F FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 1F FF FF FF FF FF FF
롭	U+B86D	80 6D	0x51B40	FF FF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF 7F FF E0 FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF 07 FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
르	U+B974	81 A0	0x56800	FF FF FF FF FF FF FF F8 FF FF FF F8 FF FB FF FB FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF FF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
른	U+B978	80 6E	0x51B80	FF FF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 1F FF DF FF 1F FF FF FF 1F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 1F FF FF FF FF FF FF
를	U+B97C	81 A1	0x56840	FF FF FF FF FF F8 FF FF FF F8 FF FB FF E0 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
름	U+B984	81 A3	0x568C0	FF FF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF E0 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF 0F FF EF FF 0F FF FF FF FF FF FF
리	U+B9AC	81 A4	0x56900	FF FF FF FF FF F0 FF FF FF FF FF F0 FF F7 FF F7 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF EF FF EF FF F7 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF 2F FF EF FF EF FF EF FF FF FF FF FF FF
린	U+B9B0	81 A5	0x56940	FF FF FF FF FF F0 FF FF FF F0 FF F7 FF F7 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF EF FF EF FF 2F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
